"institution_display_name","institution_id","institution_ror","institution_country_code"
"Tianjin Normal University","https://openalex.org/I15062923","https://ror.org/05x2td559","CN"
"Tianjin Research Institute of Electric Science (China)","https://openalex.org/I4210097143","https://ror.org/010ryc044","CN"
"Tianjin University","https://openalex.org/I162868743","https://ror.org/012tb2g32","CN"
"Tianjin University of Science and Technology","https://openalex.org/I132369690","https://ror.org/018rbtf37","CN"
"Tianjin University of Technology","https://openalex.org/I136765683","https://ror.org/00zbe0w13","CN"
"Tianjin Vocational Institute","https://openalex.org/I4210107650","https://ror.org/012tjde79","CN"
"Tilburg University","https://openalex.org/I193700539","https://ror.org/04b8v1s79","NL"
"Tinbergen Institute","https://openalex.org/I198488067","https://ror.org/054xxtt73","NL"
"Tohoku University","https://openalex.org/I201537933","https://ror.org/01dq60k83","JP"
"Tokushima University","https://openalex.org/I922474255","https://ror.org/044vy1d05","JP"
"Tokyo Institute of Technology","https://openalex.org/I114531698","https://ror.org/0112mx960","JP"
"Tokyo Medical and Dental University","https://openalex.org/I125602781","https://ror.org/051k3eh31","JP"
"Tokyo Metropolitan University","https://openalex.org/I69740276","https://ror.org/00ws30h19","JP"
"Tomsk Polytechnic University","https://openalex.org/I30849647","https://ror.org/00a45v709","RU"
"Tongji Hospital","https://openalex.org/I4210160344","https://ror.org/04xy45965","CN"
"Tongji University","https://openalex.org/I116953780","https://ror.org/03rc6as71","CN"
"Tongren Hospital","https://openalex.org/I4210107879","https://ror.org/01r8rcr36","CN"
"Toronto Dementia Research Alliance","https://openalex.org/I4210092891","https://ror.org/00h9em455","CA"
"Toronto General Hospital","https://openalex.org/I2801845744","https://ror.org/026pg9j08","CA"
"Toronto Metropolitan University","https://openalex.org/I530967","https://ror.org/05g13zd79","CA"
"Toronto Public Health","https://openalex.org/I184430034","https://ror.org/010g03x11","CA"
"Toronto Rehabilitation Institute","https://openalex.org/I2799838188","https://ror.org/00mxe0976","CA"
"Toronto Western Hospital","https://openalex.org/I2799337515","https://ror.org/03qv8yq19","CA"
"Torrey Pines Institute For Molecular Studies","https://openalex.org/I40399489","https://ror.org/01grq2104","US"
"Toshiba (Japan)","https://openalex.org/I1292669757","https://ror.org/0326v3z14","JP"
"Toshiba (United Kingdom)","https://openalex.org/I4210143477","https://ror.org/054hmd463","GB"
"Total (France)","https://openalex.org/I103084370","https://ror.org/04sk34n56","FR"
"Tougaloo College","https://openalex.org/I115648763","https://ror.org/03feyt230","US"
"Toulouse School of Economics","https://openalex.org/I4210092408","https://ror.org/00ff5f522","FR"
"Town and Country Planning Association","https://openalex.org/I2800666290","https://ror.org/04nc7qn91","GB"
"Townsville Hospital","https://openalex.org/I2800639112","https://ror.org/021zqhw10","AU"
"Towson University","https://openalex.org/I4322298","https://ror.org/044w7a341","US"
"Toxicology, Pharmacology and Cellular Signaling","https://openalex.org/I4210112450","https://ror.org/021ryxk89","FR"
"Toyo University","https://openalex.org/I158123994","https://ror.org/059d6yn51","JP"
"Translational Research Informatics Center (Japan)","https://openalex.org/I4210103008","https://ror.org/022mcyh62","JP"
"Translational Research Institute","https://openalex.org/I1308309334","https://ror.org/00v807439","AU"
"Trinity College","https://openalex.org/I204442077","https://ror.org/019dhar59","CA"
"Trinity College Dublin","https://openalex.org/I205274468","https://ror.org/02tyrky19","IE"
"Tris Pharma (United States)","https://openalex.org/I4210162140","https://ror.org/04wqwae75","US"
"Truett-McConnell College","https://openalex.org/I270045270","https://ror.org/00zbydh86","US"
"Tsinghua University","https://openalex.org/I99065089","https://ror.org/03cve4549","CN"
"Tufts Medical Center","https://openalex.org/I1290900354","https://ror.org/002hsbm82","US"
"Tufts University","https://openalex.org/I121934306","https://ror.org/05wvpxv85","US"
"Tulane University","https://openalex.org/I114832834","https://ror.org/04vmvtb21","US"
"Turing Institute","https://openalex.org/I125680101","https://ror.org/02x2mw849","GB"
"Twin Cities Orthopedics","https://openalex.org/I4210101327","https://ror.org/01en4s460","US"
"Twitter (United States)","https://openalex.org/I113979032","https://ror.org/04wt43v05","US"
"Twyford Church of England High School","https://openalex.org/I4210118606","https://ror.org/026y0w292","GB"
"Tân Tạo University","https://openalex.org/I4210141097","https://ror.org/03q6f0894","VN"
"Télécom Paris","https://openalex.org/I12356871","https://ror.org/01naq7912","FR"
"UC Irvine Health","https://openalex.org/I4210137750","https://ror.org/03fgher32","US"
"UC San Diego Health System","https://openalex.org/I2800935791","https://ror.org/01kbfgm16","US"
"UCL Australia","https://openalex.org/I2800173700","https://ror.org/024atcf19","AU"
"UCLA Health","https://openalex.org/I2799798094","https://ror.org/01d88se56","US"
"UCLA Medical Center","https://openalex.org/I2801403999","https://ror.org/04vq5kb54","US"
"UK Collaborative on Development Research","https://openalex.org/I4210164639","https://ror.org/05bc3r795","GB"
"UNSW Sydney","https://openalex.org/I31746571","https://ror.org/03r8z3t63","AU"
"UPMC Hillman Cancer Center","https://openalex.org/I4210128526","https://ror.org/03bw34a45","US"
"US Forest Service","https://openalex.org/I1313416372","https://ror.org/03zmjc935","US"
"USC Norris Cancer Hospital","https://openalex.org/I4210117038","https://ror.org/01nmyfr60","US"
"Uber AI (United States)","https://openalex.org/I4210156496","https://ror.org/05vm0ed18","US"
"Uber AI (United States)","https://openalex.org/I2946016260","https://ror.org/05vm0ed18","US"
"Uganda Virus Research Institute","https://openalex.org/I91369620","https://ror.org/04509n826","UG"
"Ukrainian Free University","https://openalex.org/I3129552643","https://ror.org/02ywmkj38","DE"
"Umeå Plant Science Centre","https://openalex.org/I4210120671","https://ror.org/02ehp0f77","SE"
"Umeå University","https://openalex.org/I90267481","https://ror.org/05kb8h459","SE"
"Uniformed Services University of the Health Sciences","https://openalex.org/I148314036","https://ror.org/04r3kq386","US"
"Unilever (United Kingdom)","https://openalex.org/I1342131907","https://ror.org/05n8ah907","GB"
"Union Bank of Switzerland","https://openalex.org/I131328143","https://ror.org/01ekk8h85","CH"
"Union College","https://openalex.org/I177328695","https://ror.org/058w5nk68","US"
"Union Hospital","https://openalex.org/I1318643470","https://ror.org/01j7r2734","CN"
"Union Hospital","https://openalex.org/I4210163933","https://ror.org/055gkcy74","CN"
"Union Presbyterian Seminary","https://openalex.org/I198073862","https://ror.org/02jfyz617","US"
"United Kingdom Atomic Energy Authority","https://openalex.org/I47367911","https://ror.org/0361bwx64","GB"
"United Nations","https://openalex.org/I1286959531","https://ror.org/006kxhp52","US"
"United Nations Children's Fund","https://openalex.org/I112289208","https://ror.org/02dg0pv02","US"
"United Nations Children's Fund Cameroon","https://openalex.org/I4210106330","https://ror.org/01fxrnx65","CM"
"United Nations Children's Fund India","https://openalex.org/I4210159699","https://ror.org/05388c580","IN"
"United Nations Development Programme","https://openalex.org/I107145371","https://ror.org/051777d98","US"
"United Nations Economic and Social Commission for Asia and the Pacific","https://openalex.org/I137559332","https://ror.org/0482p8a89","TH"
"United Nations Industrial Development Organization","https://openalex.org/I1325620243","https://ror.org/058ajkv68","AT"
"United Nations University Institute on Globalization, Culture and Mobility","https://openalex.org/I190118902","https://ror.org/059gc9s81","ES"
"United Nations University – Maastricht Economic and Social Research Institute on Innovation and Technology","https://openalex.org/I2802557195","https://ror.org/053zwxr79","NL"
"United States Air Force","https://openalex.org/I4210089612","https://ror.org/006gmme17","US"
"United States Air Force Academy","https://openalex.org/I430641","https://ror.org/0055d0g64","US"
"United States Army Reserve","https://openalex.org/I2799680610","https://ror.org/040hdjp50","US"
"United States Census Bureau","https://openalex.org/I1333512998","https://ror.org/01qn7cs15","US"
"United States Department of Commerce","https://openalex.org/I1343035065","https://ror.org/04chq2495","US"
"United States Department of Education","https://openalex.org/I1311289386","https://ror.org/021adze67","US"
"United States Department of Justice","https://openalex.org/I1314586196","https://ror.org/02916qm60","US"
"United States Department of Labor","https://openalex.org/I1312264882","https://ror.org/05mbkbj54","US"
"United States Department of Veterans Affairs","https://openalex.org/I1322918889","https://ror.org/05rsv9s98","US"
"United States Department of the Treasury","https://openalex.org/I1300891529","https://ror.org/028t43p77","US"
"United States Fish and Wildlife Service","https://openalex.org/I1343028186","https://ror.org/04k7dar27","US"
"United States International Trade Commission","https://openalex.org/I1336158746","https://ror.org/05hsggr76","US"
"United States Military Academy","https://openalex.org/I192545095","https://ror.org/01jepya76","US"
"United States National Library of Medicine","https://openalex.org/I2800548410","https://ror.org/0060t0j89","US"
"United States Naval Research Laboratory","https://openalex.org/I1288214837","https://ror.org/04d23a975","US"
"United States Public Health Service","https://openalex.org/I35344726","https://ror.org/05xf94514","US"
"United States Social Security Administration","https://openalex.org/I1292585137","https://ror.org/04b7xxn32","US"
"United States University","https://openalex.org/I2802210327","https://ror.org/05r8r3608","US"
"Universidad Central de Chile","https://openalex.org/I4210156023","https://ror.org/0577avk88","CL"
"Universidad Cooperativa de Colombia","https://openalex.org/I4210152403","https://ror.org/04td15k45","CO"
"Universidad Francisco Marroquín","https://openalex.org/I52334195","https://ror.org/03hrwak15","GT"
"Universidad La República","https://openalex.org/I4210166370","https://ror.org/05xs36f43","CL"
"Universidad Libre de Colombia","https://openalex.org/I90425591","https://ror.org/04mtaqb21","CO"
"Universidad Nacional Autónoma de México","https://openalex.org/I8961855","https://ror.org/01tmp8f25","MX"
"Universidad Nacional Autónoma de Nicaragua-León","https://openalex.org/I4210115545","https://ror.org/024ce2263","NI"
"Universidad Nacional de Colombia","https://openalex.org/I36243813","https://ror.org/059yx9a68","CO"
"Universidad San Pedro","https://openalex.org/I4210131481","https://ror.org/03fehwj53","PE"
"Universidad Tecnológica Indoamérica","https://openalex.org/I4210127378","https://ror.org/02nn67a65","EC"
"Universidad Torcuato Di Tella","https://openalex.org/I232641801","https://ror.org/04sxme922","AR"
"Universidad de Londres","https://openalex.org/I4210160447","https://ror.org/054v4yq51","MX"
"Universidad de Los Andes","https://openalex.org/I162096671","https://ror.org/02mhbdp94","CO"
"Universidad de Los Andes","https://openalex.org/I4210143738","https://ror.org/04pqpvr75","BO"
"Universidad de Montevideo","https://openalex.org/I71302355","https://ror.org/05w626e73","UY"
"Universidad de Salamanca","https://openalex.org/I184999862","https://ror.org/02f40zc51","ES"
"Universidad de Sevilla","https://openalex.org/I79238269","https://ror.org/03yxnpp24","ES"
"Universidad de Zaragoza","https://openalex.org/I255234318","https://ror.org/012a91z28","ES"
"Universidad del Noreste","https://openalex.org/I87182695","https://ror.org/02ahky613","MX"
"Universidad del Rosario","https://openalex.org/I90803817","https://ror.org/0108mwc04","CO"
"Universidade Brasil","https://openalex.org/I3019322962","https://ror.org/04031z735","BR"
"Universidade Estadual Paulista (Unesp)","https://openalex.org/I879563668","https://ror.org/00987cb86","BR"
"Universidade Federal da Grande Dourados","https://openalex.org/I187420256","https://ror.org/0310smc09","BR"
"Universidade Nova de Lisboa","https://openalex.org/I83558840","https://ror.org/02xankh89","PT"
"Universidade São Francisco","https://openalex.org/I81009624","https://ror.org/045ae7j03","BR"
"Universidade de São Paulo","https://openalex.org/I17974374","https://ror.org/036rp1748","BR"
"Universitat de les Illes Balears","https://openalex.org/I50441567","https://ror.org/03e10x626","ES"
"Universiti Tunku Abdul Rahman","https://openalex.org/I931681460","https://ror.org/050pq4m56","MY"
"Universities UK","https://openalex.org/I185658715","https://ror.org/00mmfs450","GB"
"University City Science Center","https://openalex.org/I1333153716","https://ror.org/00s5a4h94","US"
"University College Copenhagen","https://openalex.org/I4210088332","https://ror.org/004r9h172","DK"
"University College Cork","https://openalex.org/I27577105","https://ror.org/03265fv13","IE"
"University College Dublin","https://openalex.org/I100930933","https://ror.org/05m7pjf47","IE"
"University College Hospital","https://openalex.org/I1289784979","https://ror.org/00wrevg56","GB"
"University College Lahore","https://openalex.org/I2801187875","https://ror.org/0572v5y16","PK"
"University College London","https://openalex.org/I45129253","https://ror.org/02jx3x895","GB"
"University College London","https://openalex.org/I149460656","https://ror.org/02jx3x895","GB"
"University College London Hospitals NHS Foundation Trust","https://openalex.org/I1340918713","https://ror.org/042fqyp44","GB"
"University Hospital of Wales","https://openalex.org/I2800861664","https://ror.org/04fgpet95","GB"
"University Hospital of Zurich","https://openalex.org/I4210100468","https://ror.org/01462r250","CH"
"University Medical Center Freiburg","https://openalex.org/I2801240073","https://ror.org/03vzbgh69","DE"
"University Medical Center Hamburg-Eppendorf","https://openalex.org/I4210108711","https://ror.org/01zgy1s35","DE"
"University Medical Center Utrecht","https://openalex.org/I3018483916","https://ror.org/0575yy874","NL"
"University Medical Center of the Johannes Gutenberg University Mainz","https://openalex.org/I4210094062","https://ror.org/00q1fsf04","DE"
"University Medical Centre Mannheim","https://openalex.org/I4210156450","https://ror.org/05sxbyd35","DE"
"University Surgical Associates","https://openalex.org/I4210096973","https://ror.org/00sx7n004","US"
"University Town of Shenzhen","https://openalex.org/I3131625388","https://ror.org/05f5j6225","CN"
"University West","https://openalex.org/I110263422","https://ror.org/0257kt353","SE"
"University at Albany, State University of New York","https://openalex.org/I392282","https://ror.org/012zs8222","US"
"University at Buffalo, State University of New York","https://openalex.org/I63190737","https://ror.org/01y64my43","US"
"University of Adelaide","https://openalex.org/I5681781","https://ror.org/00892tw58","AU"
"University of Aizu","https://openalex.org/I141591182","https://ror.org/02pg0e883","JP"
"University of Akron","https://openalex.org/I110152177","https://ror.org/02kyckx55","US"
"University of Alabama","https://openalex.org/I17301866","https://ror.org/03xrrjk67","US"
"University of Alabama at Birmingham","https://openalex.org/I32389192","https://ror.org/008s83205","US"
"University of Alberta","https://openalex.org/I154425047","https://ror.org/0160cpw27","CA"
"University of Alicante","https://openalex.org/I130194489","https://ror.org/05t8bcz72","ES"
"University of Allahabad","https://openalex.org/I168893459","https://ror.org/03vrx7m55","IN"
"University of Amsterdam","https://openalex.org/I887064364","https://ror.org/04dkp9463","NL"
"University of Antioquia","https://openalex.org/I35961687","https://ror.org/03bp5hc83","CO"
"University of Antwerp","https://openalex.org/I149213910","https://ror.org/008x57b05","BE"
"University of Applied Sciences Mainz","https://openalex.org/I164387090","https://ror.org/02re32a17","DE"
"University of Arizona","https://openalex.org/I138006243","https://ror.org/03m2x1q45","US"
"University of Arkansas at Fayetteville","https://openalex.org/I78715868","https://ror.org/05jbt9m15","US"
"University of Arts","https://openalex.org/I4210124827","https://ror.org/030rcn265","AL"
"University of Auckland","https://openalex.org/I154130895","https://ror.org/03b94tp07","NZ"
"University of Aveiro","https://openalex.org/I60858718","https://ror.org/00nt41z93","PT"
"University of Bamberg","https://openalex.org/I94626330","https://ror.org/01c1w6d29","DE"
"University of Barcelona","https://openalex.org/I71999127","https://ror.org/021018s57","ES"
"University of Basel","https://openalex.org/I1850255","https://ror.org/02s6k3f65","CH"
"University of Bath","https://openalex.org/I51601045","https://ror.org/002h8g185","GB"
"University of Bayreuth","https://openalex.org/I54009628","https://ror.org/0234wmv40","DE"
"University of Bergamo","https://openalex.org/I11039511","https://ror.org/02mbd5571","IT"
"University of Bergen","https://openalex.org/I4432739","https://ror.org/03zga2b32","NO"
"University of Bern","https://openalex.org/I118564535","https://ror.org/02k7v4d05","CH"
"University of Birmingham","https://openalex.org/I79619799","https://ror.org/03angcq70","GB"
"University of Bologna","https://openalex.org/I9360294","https://ror.org/01111rn36","IT"
"University of Bonn","https://openalex.org/I135140700","https://ror.org/041nas322","DE"
"University of Bordeaux","https://openalex.org/I15057530","https://ror.org/057qpr032","FR"
"University of Brasília","https://openalex.org/I150729083","https://ror.org/02xfp8v59","BR"
"University of Bremen","https://openalex.org/I180437899","https://ror.org/04ers2y35","DE"
"University of Brescia","https://openalex.org/I79940851","https://ror.org/02q2d2610","IT"
"University of Bridgeport","https://openalex.org/I154300980","https://ror.org/01rf3yp57","US"
"University of Bristol","https://openalex.org/I36234482","https://ror.org/0524sp257","GB"
"University of British Columbia","https://openalex.org/I141945490","https://ror.org/03rmrcq20","CA"
"University of British Columbia Hospital","https://openalex.org/I1287378978","https://ror.org/00frst980","CA"
"University of Burdwan","https://openalex.org/I132359460","https://ror.org/05cyd8v32","IN"
"University of Calcutta","https://openalex.org/I106542073","https://ror.org/01e7v7w47","IN"
"University of Calgary","https://openalex.org/I168635309","https://ror.org/03yjb2x39","CA"
"University of California Division of Agriculture and Natural Resources","https://openalex.org/I4210141545","https://ror.org/03t0t6y08","US"
"University of California Hastings College of the Law","https://openalex.org/I4210088377","https://ror.org/006dpe828","US"
"University of California San Francisco Medical Center","https://openalex.org/I4210110664","https://ror.org/01t8svj65","US"
"University of California System","https://openalex.org/I2803209242","https://ror.org/00pjdza24","US"
"University of California, Berkeley","https://openalex.org/I95457486","https://ror.org/01an7q238","US"
"University of California, Davis","https://openalex.org/I84218800","https://ror.org/05rrcem69","US"
"University of California, Irvine","https://openalex.org/I204250578","https://ror.org/04gyf1771","US"
"University of California, Los Angeles","https://openalex.org/I161318765","https://ror.org/046rm7j60","US"
"University of California, Merced","https://openalex.org/I156087764","https://ror.org/00d9ah105","US"
"University of California, Riverside","https://openalex.org/I103635307","https://ror.org/03nawhv43","US"
"University of California, San Diego","https://openalex.org/I36258959","https://ror.org/0168r3w48","US"
"University of California, San Francisco","https://openalex.org/I180670191","https://ror.org/043mz5j54","US"
"University of California, Santa Barbara","https://openalex.org/I154570441","https://ror.org/02t274463","US"
"University of California, Santa Cruz","https://openalex.org/I185103710","https://ror.org/03s65by71","US"
"University of Cambridge","https://openalex.org/I241749","https://ror.org/013meh722","GB"
"University of Canterbury","https://openalex.org/I185492890","https://ror.org/03y7q9t39","NZ"
"University of Cape Town","https://openalex.org/I157614274","https://ror.org/03p74gp79","ZA"
"University of Castilla-La Mancha","https://openalex.org/I79189158","https://ror.org/05r78ng12","ES"
"University of Catania","https://openalex.org/I39063666","https://ror.org/03a64bh57","IT"
"University of Cauca","https://openalex.org/I152650591","https://ror.org/04fybn584","CO"
"University of Central Florida","https://openalex.org/I106165777","https://ror.org/036nfer12","US"
"University of Chemical Technology and Metallurgy","https://openalex.org/I4210148616","https://ror.org/0402pty94","BG"
"University of Chicago","https://openalex.org/I40347166","https://ror.org/024mw5h28","US"
"University of Chicago Medical Center","https://openalex.org/I4210087865","https://ror.org/0076kfe04","US"
"University of Chile","https://openalex.org/I69737025","https://ror.org/047gc3g35","CL"
"University of Chinese Academy of Sciences","https://openalex.org/I4210165038","https://ror.org/05qbk4x57","CN"
"University of Cincinnati","https://openalex.org/I63135867","https://ror.org/01e3m7079","US"
"University of Cincinnati Medical Center","https://openalex.org/I92156820","https://ror.org/02p72h367","US"
"University of Clermont Auvergne","https://openalex.org/I4210103002","https://ror.org/01a8ajp46","FR"
"University of Coimbra","https://openalex.org/I76903346","https://ror.org/04z8k9a98","PT"
"University of Cologne","https://openalex.org/I180923762","https://ror.org/00rcxh774","DE"
"University of Colorado Boulder","https://openalex.org/I188538660","https://ror.org/02ttsq026","US"
"University of Colorado Denver","https://openalex.org/I921990950","https://ror.org/02hh7en24","US"
"University of Colorado Health","https://openalex.org/I4210087413","https://ror.org/0107w4315","US"
"University of Colorado System","https://openalex.org/I2802236040","https://ror.org/00jc20583","US"
"University of Connecticut","https://openalex.org/I140172145","https://ror.org/02der9h97","US"
"University of Connecticut Health Center","https://openalex.org/I75929689","https://ror.org/02kzs4y22","US"
"University of Copenhagen","https://openalex.org/I124055696","https://ror.org/035b05819","DK"
"University of Cumbria","https://openalex.org/I96698942","https://ror.org/05gd22996","GB"
"University of Cádiz","https://openalex.org/I39147953","https://ror.org/04mxxkb11","ES"
"University of Córdoba","https://openalex.org/I53110688","https://ror.org/05yc77b46","ES"
"University of Dayton","https://openalex.org/I127591826","https://ror.org/021v3qy27","US"
"University of Delaware","https://openalex.org/I86501945","https://ror.org/01sbq1a82","US"
"University of Delhi","https://openalex.org/I110166357","https://ror.org/04gzb2213","IN"
"University of Dental Medicine","https://openalex.org/I2800843827","https://ror.org/03ksn2k92","MM"
"University of Denver","https://openalex.org/I131651094","https://ror.org/04w7skc03","US"
"University of Dhaka","https://openalex.org/I205746353","https://ror.org/05wv2vq37","BD"
"University of Duisburg-Essen","https://openalex.org/I62318514","https://ror.org/04mz5ra38","DE"
"University of East Anglia","https://openalex.org/I1118541","https://ror.org/026k5mg93","GB"
"University of Edinburgh","https://openalex.org/I98677209","https://ror.org/01nrxwf90","GB"
"University of Education","https://openalex.org/I5100685","https://ror.org/052z7nw84","PK"
"University of Electro-Communications","https://openalex.org/I20529979","https://ror.org/02x73b849","JP"
"University of Electronic Science and Technology of China","https://openalex.org/I150229711","https://ror.org/04qr3zq92","CN"
"University of Erlangen-Nuremberg","https://openalex.org/I181369854","https://ror.org/00f7hpc57","DE"
"University of Essex","https://openalex.org/I110002522","https://ror.org/02nkf1q06","GB"
"University of Exeter","https://openalex.org/I23923803","https://ror.org/03yghzc09","GB"
"University of Florence","https://openalex.org/I45084792","https://ror.org/04jr1s763","IT"
"University of Florida","https://openalex.org/I33213144","https://ror.org/02y3ad647","US"
"University of Florida Health","https://openalex.org/I2800717037","https://ror.org/04tk2gy88","US"
"University of Freiburg","https://openalex.org/I161046081","https://ror.org/0245cg223","DE"
"University of Geneva","https://openalex.org/I114457229","https://ror.org/01swzsf04","CH"
"University of Genoa","https://openalex.org/I83816512","https://ror.org/0107c5v14","IT"
"University of Georgia","https://openalex.org/I4210126868","https://ror.org/02bjhwk41","GE"
"University of Georgia","https://openalex.org/I165733156","https://ror.org/00te3t702","US"
"University of Glasgow","https://openalex.org/I7882870","https://ror.org/00vtgdb53","GB"
"University of Gothenburg","https://openalex.org/I881427289","https://ror.org/01tm6cn81","SE"
"University of Greenwich","https://openalex.org/I55060895","https://ror.org/00bmj0a71","GB"
"University of Groningen","https://openalex.org/I169381384","https://ror.org/012p63287","NL"
"University of Guelph","https://openalex.org/I79817857","https://ror.org/01r7awg59","CA"
"University of Göttingen","https://openalex.org/I74656192","https://ror.org/01y9bpm73","DE"
"University of Hawaii System","https://openalex.org/I1331384533","https://ror.org/03tzaeb71","US"
"University of Hawaiʻi at Mānoa","https://openalex.org/I117965899","https://ror.org/01wspgy28","US"
"University of Helsinki","https://openalex.org/I133731052","https://ror.org/040af2s02","FI"
"University of Hong Kong","https://openalex.org/I889458895","https://ror.org/02zhqgq86","HK"
"University of Houston","https://openalex.org/I44461941","https://ror.org/048sx0r50","US"
"University of Illinois Chicago, Rockford campus","https://openalex.org/I4210110323","https://ror.org/02437s643","US"
"University of Illinois System","https://openalex.org/I2801919071","https://ror.org/05e94g991","US"
"University of Illinois Urbana-Champaign","https://openalex.org/I157725225","https://ror.org/047426m28","US"
"University of Illinois at Chicago","https://openalex.org/I39422238","https://ror.org/02mpq6x41","US"
"University of Indianapolis","https://openalex.org/I135191193","https://ror.org/052133d12","US"
"University of Insubria","https://openalex.org/I115752224","https://ror.org/00s409261","IT"
"University of International Business and Economics","https://openalex.org/I146563203","https://ror.org/05khqpb71","CN"
"University of Iowa","https://openalex.org/I126307644","https://ror.org/036jqmy94","US"
"University of Iowa Health Care","https://openalex.org/I4210142782","https://ror.org/0431j1t39","US"
"University of Iowa Hospitals and Clinics","https://openalex.org/I2802216851","https://ror.org/04g2swc55","US"
"University of Jinan","https://openalex.org/I34949971","https://ror.org/02mjz6f26","CN"
"University of Kaiserslautern","https://openalex.org/I153267046","https://ror.org/04zrf7b53","DE"
"University of Kang Ning","https://openalex.org/I18960004","https://ror.org/05hewaf81","TW"
"University of Kansas","https://openalex.org/I146416000","https://ror.org/001tmjg57","US"
"University of Kansas Medical Center","https://openalex.org/I4210128618","https://ror.org/036c9yv20","US"
"University of Karachi","https://openalex.org/I193670377","https://ror.org/05bbbc791","PK"
"University of Kent","https://openalex.org/I20581793","https://ror.org/00xkeyj56","GB"
"University of Kentucky","https://openalex.org/I143302722","https://ror.org/02k3smh20","US"
"University of Konstanz","https://openalex.org/I189712700","https://ror.org/0546hnb39","DE"
"University of KwaZulu-Natal","https://openalex.org/I95023434","https://ror.org/04qzfn040","ZA"
"University of Lausanne","https://openalex.org/I97565354","https://ror.org/019whta54","CH"
"University of Leeds","https://openalex.org/I130828816","https://ror.org/024mrxd33","GB"
"University of Leicester","https://openalex.org/I153648349","https://ror.org/04h699437","GB"
"University of Lethbridge","https://openalex.org/I107949126","https://ror.org/044j76961","CA"
"University of Lille","https://openalex.org/I2279609970","https://ror.org/02kzqn938","FR"
"University of Lille","https://openalex.org/I7171862","https://ror.org/02kzqn938","FR"
"University of Lima","https://openalex.org/I192703252","https://ror.org/01751w114","PE"
"University of Lisbon","https://openalex.org/I141596103","https://ror.org/01c27hj86","PT"
"University of Liverpool","https://openalex.org/I146655781","https://ror.org/04xs57h96","GB"
"University of London","https://openalex.org/I124357947","https://ror.org/04cw6st05","GB"
"University of Louisville","https://openalex.org/I142740786","https://ror.org/01ckdn478","US"
"University of Louisville Hospital","https://openalex.org/I4210143137","https://ror.org/04sq8k219","US"
"University of Macerata","https://openalex.org/I55133342","https://ror.org/0001fmy77","IT"
"University of Malawi","https://openalex.org/I157591606","https://ror.org/04vtx5s55","MW"
"University of Manchester","https://openalex.org/I28407311","https://ror.org/027m9bs27","GB"
"University of Manitoba","https://openalex.org/I46247651","https://ror.org/02gfys938","CA"
"University of Mannheim","https://openalex.org/I177802217","https://ror.org/031bsb921","DE"
"University of Mary","https://openalex.org/I116545467","https://ror.org/055f0jp24","US"
"University of Maryland, Baltimore","https://openalex.org/I126744593","https://ror.org/04rq5mt64","US"
"University of Maryland, College Park","https://openalex.org/I66946132","https://ror.org/047s2c258","US"
"University of Massachusetts Amherst","https://openalex.org/I24603500","https://ror.org/0072zz521","US"
"University of Massachusetts Boston","https://openalex.org/I33434090","https://ror.org/04ydmy275","US"
"University of Massachusetts Lowell","https://openalex.org/I133738476","https://ror.org/03hamhx47","US"
"University of Massachusetts System","https://openalex.org/I2802841742","https://ror.org/0260j1g46","US"
"University of Melbourne","https://openalex.org/I165779595","https://ror.org/01ej9dk98","AU"
"University of Memphis","https://openalex.org/I94658018","https://ror.org/01cq23130","US"
"University of Messina","https://openalex.org/I112862951","https://ror.org/05ctdxz19","IT"
"University of Miami","https://openalex.org/I145608581","https://ror.org/02dgjyy92","US"
"University of Michigan–Ann Arbor","https://openalex.org/I27837315","https://ror.org/00jmfr291","US"
"University of Milan","https://openalex.org/I189158943","https://ror.org/00wjc7c48","IT"
"University of Milano-Bicocca","https://openalex.org/I66752286","https://ror.org/01ynf4891","IT"
"University of Mindanao","https://openalex.org/I262857778","https://ror.org/00mpnf546","PH"
"University of Minho","https://openalex.org/I99682543","https://ror.org/037wpkx04","PT"
"University of Minnesota","https://openalex.org/I130238516","https://ror.org/017zqws13","US"
"University of Minnesota Children's Hospital","https://openalex.org/I4210166300","https://ror.org/05jc5ee02","US"
"University of Minnesota Medical Center","https://openalex.org/I4210135252","https://ror.org/03e1ayz78","US"
"University of Minnesota Rochester","https://openalex.org/I4210120349","https://ror.org/02rh4fw73","US"
"University of Minnesota System","https://openalex.org/I2800403580","https://ror.org/03grvy078","US"
"University of Mississippi Medical Center","https://openalex.org/I29606459","https://ror.org/044pcn091","US"
"University of Missouri","https://openalex.org/I76835614","https://ror.org/02ymw8z06","US"
"University of Missouri–Kansas City","https://openalex.org/I75421653","https://ror.org/01w0d5g70","US"
"University of Missouri–St. Louis","https://openalex.org/I208333798","https://ror.org/037cnag11","US"
"University of Montana","https://openalex.org/I6750721","https://ror.org/0078xmk34","US"
"University of Montemorelos","https://openalex.org/I407022935","https://ror.org/000vj2f52","MX"
"University of Montpellier","https://openalex.org/I19894307","https://ror.org/051escj72","FR"
"University of Mount Union","https://openalex.org/I106465526","https://ror.org/022xw8j65","US"
"University of Murcia","https://openalex.org/I80180929","https://ror.org/03p3aeb86","ES"
"University of Münster","https://openalex.org/I22465464","https://ror.org/00pd74e08","DE"
"University of Namur","https://openalex.org/I149768937","https://ror.org/03d1maw17","BE"
