"","Timestamp","NetID or email","DOI","Code_Success","Program_Run_Clean","Directory_Change","Code_Changes","Output_Accuracy","Discrepancy_Location","X10","X11","Software_Extensions","Software_Version","First_Replicator","Common_Issues","Overcome_Issues","Replication_Helpfulness","X18","X19","How difficult do you think the replication exercise was","Comments on difficulty","GeneralNotes","What Software did you use for the replication (including the version)","Replication_Success","Main_Issue","Data_Type","Data_Access_Type","Software_Type","Data_Type_1","Cost of data access (in approximate $)","Cost of software purchase (in approximate $)","What software did the authors use to run their programs (if specified)"
"375","7/29/2018 15:20:06","nbs52","10.1257/mac.20140171","No","Yes, no changes were necessary.",NA,NA,"Yes","- ""Decomp.m"" called for variables that do not exist",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,NA,NA,"MATLAB R2018a","Partial",NA,NA,NA,"Matlab","Matlab",NA,NA,NA
"376","7/30/2018 13:23:41","cc2553","10.1257/mac.20150017","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","-Created two versions of the decomp.do file, which each created one line of Table 6: had to uncomment separate lines for each do file
-corrected misnamed/repeated graph names and copied sections of code, replacing the main variable each time to create missing graphs
-redefined directory to correspond to my own system","Yes",NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","-Some confusion with the two versions of the decomp file and the uncommented code. No instructions were provided and it's still unknown why the rest of the uncommented code remains un-used in the program
-Use relative instead of absolute paths, which were not have resulted in an error
-Named graphs and variables correctly, and provided the code for all graphs in the merged graph file( or commented what variable corresponded to what measurement )",4,NA,"Descriptive Statistic Tables and some other graphs missing","StataMP 15","Partial",NA,NA,NA,"Stata","Stata, Fortran",NA,NA,NA
"377","7/30/2018 16:12:12","nbs52","10.1257/mac.20140147","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,NA,"MATLAB R2018a","Partial",NA,NA,NA,"Matlab","Matlab",NA,NA,NA
"378","7/31/2018 17:05:52","vsn9","10.1257/mac.6.2.1","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Installed hprescott & outreg commands. Adjusted dataset call.","No, some of the numbers are different.","Table 5 (page 17)",NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Identify the extensions that need to be installed. When creating output files for the tables, make sure that they appear in a format where the tables are fully legible (i.e. not cut off). Comment code more clearly so it is easy to find the tables that don't have output files (or better yet create output files for all tables).",1,NA,NA,"Stata 15.1","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"379","7/31/2018 19:18:32","vsn9","10.1257/mac.20150016","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Needed to comment out a few legend commands","No, some of the numbers are different.","Bootstap columns in tables 2, 3, 8, 9, 12, & 13 (pages 59, 61, 68, 69, 71, & 72)",NA,NA,"No","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Be consistent about scaling in graphs. Give output files names that are easier to match to tables & figures. Label rows & columns in excel tables.",2,NA,"Getting the .m files to run is trivial but actually analyzing the output is quite tricky.","Matlab R2018a","Partial",NA,NA,NA,"Matlab","Excel",NA,NA,NA
"380","8/1/2018 16:24:06","nwl27","10.1257/mac.20140337","No","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The readme didn't include why the file g_mdis.txt was missing, which was crucial to run output_model.m",4,NA,NA,"Matlab R2018A","Partial",NA,NA,NA,"Matlab, Fortran","Excel, txt, .wf1",NA,NA,NA
"381","8/1/2018 16:28:45","nwl27","10.1257/mac.20160307",NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The author should have mentioned where to locate user-defined functions like lag or t_reg, because without these functions the code is impossible to run; I only managed to run one Matlab file and it did not replicate any figures or tables.",5,"I thought that at least some of these tables and figures would be replicable, but with so many missing user-defined functions, I couldn't replicate a single table or figure in the article.","This article is not replicable without the appropriate user-defined functions","Matlab R2018A, Stata MP 15","No","Missing Code",NA,"no information","Stata, Matlab, Fortran","Excel, Stata, Matlab, .dat",NA,NA,NA
"382","8/2/2018 5:22:09","ap676","10.1257/app.20160597","Yes","No, I needed to make changes in the code.","Yes","There were multiple lines in each program that needed to be redirected. This process was tedious, I suggest that the authors actually use the global path variables they defined in the master program so that replicators do not have to manually change multiple addresses in each program. This way, replicators need only change the addresses in 1 file to adapt the programs to their local directory.","Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","- Use the global path variables they defined in the master program so replicators need only change the addresses in 1 file to adapt the programs to their local directory
- Make the replication program actually reproduce the table from the article
- Cut down output files to only display information used in the final tables. For example, table 7 Panel B difficult to reproduce due to how much info is displayed when only one column and several rows of many are used in the final table from the article.",3,"Tedious to manually change directories in every program, output files too verbose so difficult to check for table accuracy","All numbers produced by programs matched article, but several tables were incomplete.","Stata MP 15.1","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"383","8/2/2018 5:39:04","ap676","10.1257/mac.20110110",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Readme did not clearly point to main.m to edit global paths. Also, no instructions on how to download and install user-defined function curvedspace.m",5,"Missing user-defined function curvedspace.m","Appears decently-documented and straightforward to run, but key user-defined function makes replication extremely difficult","Matlab R2018a","No","Missing Code",NA,NA,"Matlab","Matlab",NA,NA,NA
"384","8/2/2018 12:19:35","nwl27","10.1257/mac.20140302","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","See REPLICATION.TXT","No, some of the numbers are different.","See REPLICATION.TXT",NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"Stata MP 15","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"385","8/2/2018 17:36:30","vsn9","10.1257/mac.6.4.39","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","For the .do files I had to install the hprescott, running, & grcl1eg commands. For the .m files I had to download the keep.m function & Harald Uhlig’s toolkit, debug a line by changing ""t"" to ""theta"", and comment a line out.","Yes",NA,NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Label the output files more clearly so that they are easier to match to the tables and figures in the paper. Specify all the extensions that need to be downloaded to run the programs.",2,"Pretty long & involved replication process. Lots of programs to run & debug. Unclear labeling made output files difficult to match to tables & figures.","As noted in the REPLICATION.txt, I did not finish running the compute_model_dynamics.m file. The .m files don't reproduce any of the tables or figures however, so I would still say that the replication of this article is complete.","Stata 15.1 & Matlab R2018a","Yes",NA,NA,NA,"Stata, Matlab","csv, Stata, Matlab",NA,NA,NA
"386","8/3/2018 16:28:31","nwl27","10.1257/mac.6.3.29","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","I had to install user-defined function sgini - details in REPLICATION.TXT","Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","The author could have indicated in the comments which outputs correlate to which tables in the article, and which files produce output for which parts of the article",3,"Upon inspecting the output from this code, I found that the Stata part of this code replicated very little of the article, so I marked it as a 3 because the material replicated by the code is much less than I thought it would be.","I marked this as a partial replication, but I'm wondering if this should be marked as more difficult because of the small amount of the article that was replicated.","Stata MP 15","Partial",NA,NA,NA,"Stata, Fortran","Stata",NA,NA,NA
"387","8/4/2018 15:39:12","jhv39","10.1257/mac.6.2.156","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","For replication of Table 2, did not include instructions on how to generate entire table.",3,NA,"Partial Rep. due to some Figs/Tables sourcing from confidential data, and one table (TABLE 2) not fully replicating.","MATLAB R2018a","Partial",NA,NA,NA,"Matlab","Matlab",NA,NA,NA
"388","8/5/2018 15:42:46","cc2553","10.1257/mac.20130105","No","No, I needed to make changes in the code.","No, the changes to the code were more involved.","-Financial Toolbox must be installed
-Readme specified which changes had to be made. A new file was made for each new change, which corresponded to a different figure or table line:

Figure 7, no children      | Main_Simulation_File.m | Line 26: Kids = 1
Figure 7, Family Size 2009 | Fam_Size_Constant.m    | Line 25: DFix = 139;
Figure 10, Alt. Par. Years | Main_Simulation_File.m | Line 29: Dtent = 0;
Figure 12	   | Main_Simulation_File.m | Line 50: irate = 4; Line 57: smooth = 6;
Table 3 row 5		   | Main_Simulation_File.m | Line 47: fixed_tau5 = 0.10;
Table 3 row 6		   | Main_Simulation_File.m | Line 47: fixed_tau5 = 0.0;
Table 4 row 4		   | Main_Simulation_File.m | Line 23: v(2) = 0.50;
Table 4 row 5		   | Main_Simulation_File.m | Line 23: v(2) = 1;
Table 4 row 6		   | Main_Simulation_File.m | Line 22: v(1)=0.65;
Table 4 row 6		   | Main_Simulation_File.m | Line 34: PGM_Steves = 2;
Table 6 row 6  | Main_Simulation_File.m | Line 50: irate = 4; Line 57: smooth = 6; Line 46: prr5 = 0.20
Table 6 row 7 | Main_Simulation_File.m | Line 50: irate = 4; Line 57: smooth = 6; Line 46: prr5 = 0.40","No, some of the numbers are different.","**All of the following are missing:
Figure 1,  pg 62
Figure 2, pg 62
Figure 3, pg 63
Figure 4, pg 63
Figure 5, pg 64
Table 1, pg 65
Table 3, Rows 1-4, pg 76
Table 4, Rows 1-3, pg 77
Figure 8, pg 74
Figure 9, pg 78
Table 5, pg 80
Figure 11, pg 82
Figure 13, pg 84
Table 6, Rows 1-5, 8, pg 85",NA,NA,"Yes","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Provide programs for all figures and table rows, provide code for table formatting instead of just graph plots, combine different lines of the same graph into same .m file, instead of having separate file for each line",5,"Each modified file took over a day to run and not all programs or data was provided","I ran the matlab live scripts on my own computer but finding out the live scripts could not be run on CISER. To expediate the process and because I did not have access to CISER for a while, I ran code on both my own system then later on CISER, which is why there are two different versions of Matlab used and two systems of saving graphs. The .mlx files are run on Matlab R2017b on my desktop while the .png and .out files were run on CISER.","Matlab R2018a, Matlab R2017b","Partial",NA,NA,NA,"Matlab","Matlab, Microsoft Access",0,0,NA
"389","8/5/2018 18:39:22","cc2553","10.1257/mac.20160353","Yes","Yes, no changes were necessary.",NA,NA,"No, some of the numbers are different.","**For all of the following,  programs either not provided or not labeled and unable to be found in vague excel sheets created
- Table 2-6, pg 271, 273, 274, 275, 

In appendix:
- Table 8-10, pg 34, 37, 41
- Table 15-16, pg 48, 49",NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Better organized the output and table labels. At a glance, it seemed that many tables in the main article were not provided. However, there were several new .csv files created as output from the code. It was not possible to sort through all the new files and numbers without any labels, though it seems possible that some of these may have contained the missing table values.",3,NA,NA,"Matlab R2018a, StataMP 15.1","Partial",NA,NA,NA,"Stata, Matlab","csv, Stata, Matlab",NA,NA,NA
"390","8/6/2018 16:14:44","jhv39","10.1257/mac.6.3.1","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Did not give instructions on how to generate Figures from excel data provided",1,NA,"Ran smoothly. Tables replicated easily. No code given for Figures.","Stata 15","Partial",NA,NA,NA,"Stata","Excel, Stata",NA,NA,NA
"391","8/7/2018 10:55:24","nbs52","10.1257/mac.20140233","Yes","Yes, no changes were necessary.",NA,NA,"Yes","- See REPLICATION.txt",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,"- The Matlab files were easier to work with than expected.",NA,"MATLAB R2018a","Partial",NA,NA,NA,"Matlab","Matlab",NA,NA,NA
"392","8/7/2018 15:17:56","yw447","10.1257/mac.20130057","Yes","No, I needed to make changes in the code.","Yes","In the Matlab code, I have to adjust several parameter values to replicate table 7 and 8","No, some of the numbers are different.","In tables 6, 7, and 8, some numbers are different, usually by 0.01. I think the differences are normal because the author uses stochastic processes to simulate his results.",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,"In some places, it is hard to figure out how to modify Matlab codes. Overall, the instructions are very clear","Stata SE, MATLAB_R2017a","Yes",NA,NA,NA,"Stata, Matlab","Excel, Stata, Matlab",NA,NA,NA
"393","8/7/2018 17:19:00","vsn9","10.1257/mac.6.4.170","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Commenting & uncommenting code. Installing “condivreg”, “eststo"", “ivreg2”, & “ranktest” commands.","No, some of the numbers are different.","Table 6B observations & F-statistics (page 195)",NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Detail extensions that need to be installed to run code. Give output files clearer names so that they are easier to match to figures & tables in the paper. Be clearer/more consistent in code comments (table 6B should not correspond to ""table 6c"" and ""table 6d"" in the code).",1,NA,"The program was easy to run but actually matching the results to the paper was quite tricky.","Stata 15.1","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"394","8/7/2018 19:42:06","vsn9","10.1257/mac.6.4.137",NA,NA,NA,NA,NA,NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Include all necessary code for replication (i.e. the code that creates the temp data files that the .do file AEJ_graphs.do calls upon).",5,"Missing code makes the article impossible to replicate.",NA,"Stata 15.1","No","Missing Code",NA,NA,"Stata","Stata",NA,NA,NA
"395","8/11/2018 14:15:15","nwl27","10.1257/mac.6.2.29","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","
1. I modified Line 5 of the program -> cd ""U:/Documents/Workspace/10.1257/mac.6.2.29/replication-nwl27/AEJMacro-2012-0273_data""

2. ERROR at line 68, iteration 163: flat region resulting in missing likelihood

3. To generate the rest of the tables, I have temporarily commented out line 68

4. The same error occurred at line 338, so I commented that out as well

5. With these adjustments, the code ran smoothly","No, some of the numbers are different.","- Table 1: no program provided

- Table 2: Upon visual inspection, there are slight rounding discrepancies in nearly every row of Column 4, but other than that, all numbers match

- Table 3: All numbers match, but values for socialist and middleeast in column 3 were omitted from the regression, so their coefficients were not generated by the code

- Table 4: The third column was omitted because it triggered an error in the code, but upon visual inspection, all other numbers match

- Table 5: 
Discrepancy at Column (3), Row (4): The article reports a coefficient of -71.139 while the code reports a coefficient of -70.484
Discrepancy at Column (6), Row (8): The article reports a coefficient of -37.490 while the code reports a coefficient of -44.491
Discrepancy at Column (6), Row(10): The article reports a coefficient of -37.624 while the code reports a coefficient of -43.624

- Table 6:
Discrepancy at Column (5), Row (4): The article reports a coefficient of -67.421, while the code reports a coefficient of -68.908

- Table 7: Upon visual inspection, all numbers match

- Table 8: 
Discrepancies in Column (1):
	Row 1: The code reports a standard error of .140, while the article reports a standard error of 0.152
	Row 2: The code reports a standard error of .561, while the article reports a standard error of .534
	Row 3: The code reports a standard error of .017, while the article reports a standard error of .018
	Row 6: The code reports a standard error of .004, while the article reports a standard error of .006
	Row 7: The code reports a standard error of .017, while the article reports a standard error of .020
	Row 8: The code reports a standard error of .444, while the article reports a standard error of 0.455
	Row 9: The code reports a standard error of .680, while the article reports a standard error of 0.740
Discrepancies in Column (2):
	Row 1: The code reports a standard error of .161, while the article reports a standard error of .160
	Row 2: The code reports a standard error of 0.540, while the article reports a standard error of .543
	Row 3: The code reports a standard error of 0.019, while the article reports a standard error of 0.020
	Row 4: The code reports a standard error of 0.009, while the article reports a standard error of 0.008
	Row 5: The code reports a standard error of 0.022, while the article reports a standard error of 0.024
	Row 12: The code reports a standard error of 0.471, while the article reports a standard error of 0.475
	Row 13: The code reports a standard error of 0.702, while the article reports a standard error of 0.689
Discrepancies in Column (3):
	Row 1: The code reports a standard error of .079, while the article reports a standard error of .091
	Row 2: The code reports a standard error of .251, while the article reports a standard error of .317
	Row 8: The code reports a standard error of .282, while the article reports a standard error of .255
	Row 9: The code reports a standard error of .244, while the article reports a standard error of .253
Discrepancies in Column (4):
	Row 1: The code reports a standard error of .0915, while the article reports a standard error of .105
	Row 2: The code reports a standard error of .280, while the article reports a standard error of .309
	Row 13: The code reports a standard error of .292, while the article reports a standard error of .290",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,"I chose to mark this as a partial replication for two reasons:
1. Discrepancies in standard errors, which were not limited to rounding errors and were present in many tables
2. When running certain variables with the command stcox, this code would crash, forcing me to comment out two lines of code, which means two columns in two different tables in this article are impossible to replicate","Stata MP 15","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"396","8/11/2018 14:55:31","nwl27","10.1257/mac.6.3.73",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"No readme file was provided.",NA,5,NA,"No datasets were provided, so this article is impossible to replicate","None used","No","Missing Code",NA,NA,"No Code Provided","No Data Provided",NA,NA,NA
"397","8/12/2018 12:33:37","jhv39","10.1257/mac.6.2.207","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Provided instructions on how to replicate tables, or where the tables were sourced from.",2,NA,"No instructions in the readme for appendix figures or tables.","MATLAB R2018a","Partial",NA,NA,NA,"Matlab","Excel, Matlab",NA,NA,NA
"398","8/15/2018 0:13:13","vsn9","10.1257/mac.20150093","Yes","Yes, no changes were necessary.",NA,NA,NA,"N/A -- only the figures could be replicated",NA,NA,"No","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Replication of the figures was extremely straightforward (did not have to make ANY changes to the code).",1,NA,"Perhaps the only article for which I didn't need to make any changes to the code to make the programs run. Authors provide Eviews files to ""produce"" the tables but it appears that they actually only store results -- hence the partial replication.","Matlab R2018a","Partial",NA,NA,NA,"Matlab, Eviews","Excel, Matlab",NA,NA,NA
"399","8/13/2018 12:26:52","cc2553","10.1257/mac.20130028","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","
Figures 3-5 must be replicated separately by manually modifying the code's if-then condition, then saved","Yes","- Table 2: program not provided
- Table 5: all values except those noted in the code comments (B, u, q) match (Left side, Row 1) & (Right, row 1 and 7); those need to be calculated 
	   by hand",NA,NA,"Yes","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"Matlab R2018a","Yes",NA,NA,NA,"Matlab","Matlab, Microsoft Access",NA,NA,NA
"400","8/13/2018 14:43:08","cc2553","10.1257/mac.20130170","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","For AEJMacro_2013_0170_replication.xlsx, had to paste a data set in stata (data editor, using first row as variable names), and a text file that
 contains the code needed to replicate the respective figures into command window. Before running the code in stata command window, edited the excel 
text by creating log file and saving each graph output in each sheet","Yes",NA,NA,NA,"DK","Yes","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","provide code for saving all graph output",2,NA,NA,"StataMP 15","Yes",NA,NA,NA,"Stata, Matlab","Excel, Stata, Matlab",NA,NA,NA
"401","8/13/2018 20:44:33","nwl27","10.1257/mac.6.3.102",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The readme is only one line long - if the code doesn't run successfully, there is nothing in the readme to offer guidance for debugging",5,"I did not expect to be unable to run the Mathematica code with my CISER license",NA,"Wolfram Mathematica 11.1","No","Given my CISER License, I could not run the provided Mathematica code, and therefore it was impossible to replicate this article",NA,NA,"Matlab, Mathematica","None",NA,NA,NA
"402","10/16/2018 1:51:45","ebr63","10.1257/mac.6.3.153","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Spelling error in the ""our_regions_countries.dta"" section of the ""readme.pdf"". I think it would be beneficial to note that the excel files contain the values found in Table 1, Appendix Table 1A, and Table A2 found in the article.",2,NA,"readme.pdf was very well organized with detailed descriptions of each dataset and dofile. Easy to follow along and figure out how to replicate the findings in the article.","Stata/MP 15.1 & Excel 2016","Yes",NA,NA,NA,"Stata","csv, Excel, Stata",NA,NA,NA
"403","10/16/2018 22:47:02","ebr63","10.1257/mac.6.4.107","No","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,NA,"MATLAB R2018a, STATA MP/15.1, Microsoft Excel 2016","Partial",NA,NA,NA,"Stata, Matlab","Excel, Stata, Matlab",NA,NA,NA
"404","10/17/2018 22:33:14","jjp282","10.1257/mac.20150216","No","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Proper direction in input data download.",2,"Instruction on data input installation was a little confusing",NA,"MATLAB","Partial",NA,NA,NA,"Matlab","csv, Matlab",NA,NA,NA
"405","10/23/2018 20:01:02","ebr63","10.1257/mac.4.2.133",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,NA,"Article can be replicated after dataset is requested and accessed.","STATA/MP 15.1","No","Confidential Data","private, other","no information","Stata","Stata",0,0,NA
"406","10/23/2018 20:27:55","ebr63","10.1257/mac.5.3.75",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"No readme file was provided.",NA,1,NA,NA,"None.","No","No data provided as there was nothing to replicate.","private, other","no information","No data provided because there was nothing to replicate.","No data provided because there was nothing to replicate.",NA,NA,NA
"407","10/23/2018 21:11:39","xs232","10.1257/mac.5.1.49",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Instead of doing explanation on the meaning of the variables, the author can give out more organized and  clear instructions on how to replicate the articles.
Besides, the author can tell more details on data type and the software she uses.",5,"When I first read the articles and looked into the folder provided by the author, I felt the article is pretty organized and easy to follow. But it turns out that it was not true because of the ambiguous instruction, especially for the readme file.",NA,"15.1","No","Code Error","administrative, national","informal access, no commitment","Stata","Stata",NA,NA,NA
"408","10/24/2018 17:33:44","jjp282","10.1257/mac.5.1.193","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,"Only needed to run two files","Straight forward running","Matlab 2018a","Yes",NA,NA,NA,"Matlab","Matlab",0,0,NA
"409","11/2/2018 23:54:50","skm228","10.1257/mac.5.2.118","No","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","Yes","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Be more precise with the identity of the data files to download",4,"Need to follow instructions very carefully to avoid taking a lot of time. Some instructions were not very clear.",NA,"Stata 15 and Matlab","Partial",NA,NA,NA,"Stata, Matlab","Stata, Matlab",NA,NA,NA
"410","11/3/2018 17:14:49","xs232","10.1257/mac.5.1.135",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","I see no further actions are needed to improve replication.",4,"When I first went over the package of essays, I never think the missing of data will bring up such a great difficulty on replicating the essay and that's why the current assessment is different from the initial one.",NA,"Stata 15.1","No","Confidential Data","private, commercial entity","formal access","Stata","Stata",NA,NA,NA
"411","11/7/2018 14:08:59","jjp282","10.1257/mac.5.4.1",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,"The code ran for weeks",NA,"MATLAB R2018a","No","Code Error","administrative, local","no information","Matlab","csv",0,0,NA
"412","11/7/2018 14:22:52","jjp282","10.1257/mac.5.4.1","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,"The program took weeks to run",NA,"MATLAB R2018a","Yes",NA,NA,NA,"Matlab","csv, Excel",0,0,NA
"413","11/7/2018 15:05:30","jjp282","10.1257/mac.5.3.190","Yes","No, I needed to make changes in the code.","Yes","I just had to change the name of a file in order for Matlab to compile it","Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Get rid of the ampersand in file's name of Figures_4&5.mat",1,NA,NA,"MATLAB R2018a","Yes",NA,NA,NA,"Matlab","Matlab",0,0,NA
"414","11/7/2018 18:23:30","jt699","10.1257/mac.20140097","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"Wolfram Mathematica 11.3","Yes",NA,NA,NA,"Mathematica","Microsoft Access Table",NA,NA,NA
"415","11/8/2018 23:55:38","ebr63","10.1257/mac.5.1.81","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Had to delete ""qui"" commands to see regression results","No, some of the numbers are different.","Either coefficients did not match or the robust standard errors did not match for all of the tables in the article. Value discrepancies are further specified in the REPLICATION.txt document.",NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Note that regressions are run quietly in the do-file.",5,"A lot of different tables to cross-check at different levels, had to install a STATA package, had to make edits to the do-file in order to see regression results.",NA,"STATA MP/15.1","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"416","11/10/2018 17:41:02","xs232","10.1257/mac.4.4.126",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,3,"The main difficulty is coming from the lack of software. The author's instructions do provide enough details on how to replicate.",NA,"N/A","No","Do not have access to software","administrative, national","formal access","Mathematica, EViews","EViews",NA,NA,NA
"417","11/11/2018 19:34:11","xs232","10.1257/mac.4.2.184",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"No readme file was provided.","The author can just assert the article is thesis based and thus should not be intended to replicate by writing in a separate file",1,"The practical difficulty remains the same as the estimated difficulty.",NA,"No software needed","No","Missing Code","administrative, national","no information","N/A","N/A",NA,NA,NA
"418","11/12/2018 11:55:55","gab99","10.1257/mac.5.4.68","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Figure10.m would not run since the function arrow.m was called. Arrow.m as provided was dated in that it treats handles as double variables. I downloaded an updated version of arrow.m from (https://www.mathworks.com/matlabcentral/fileexchange/278-arrow) and when this function is called instead of the provided arrow.m all code runs smoothly. (Only required in figure10.m).","Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","The author should provide data and programs for the empirical section of their papaer, which they do not. They only provide programs for the simulation section.",4,NA,"Main issue in provided programs was the dated version of function arrow.m, for which an updated version was available online. The replication cannot be completed despite all code running, however, since the author does not provide replication materials for the empirical section of the paper, on for the simulation section.","Matlab R2018a","Partial",NA,NA,NA,"Matlab","No data provided outside of matlab programs",NA,NA,NA
"419","11/12/2018 12:11:05","gab99","10.1257/mac.5.2.187",NA,NA,NA,NA,NA,NA,NA,NA,"DK",NA,"Yes",NA,NA,NA,"No readme file was provided.","Author provides no programs or data or readme.",5,NA,"The paper is simulation based, so the only data are parameters chosen by the author. These parameters would likely be in the code used to run the simulation and generate the figures in the paper, but the author provides no such code.","No programs provided so no software was used to replicate","No","No code provided","private, other","no information","Unspecified","Unspecified",NA,NA,NA
