"","DOI","URL","Title","Authors","Source Title","Publication Date","Year","Volume","Issue","Beginning Page","Ending Page","Entry Questionnaire","Entry Questionnaire Author","Expected Difficulty","Replicator","Completed","Replicated","Main Issue","Type of Missing Data","2nd Replicator","Completed_1","Replicated_1","Data Type","Data Access Type","Data Comments","Data URL","Data Contact","Start-time","End-time","Run-time for programs (minutes)","Estimated editing-time for programs, commits (minutes)","worksheet"
"180","10.1257/mac.6.4.137","https://doi.org/10.1257/mac.6.4.137","Monetary Policy without Interest Rates: Evidence from France's Golden Age (1948 to 1973) Using a Narrative Approach","Monnet, Eric","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2014,6,4,137,169,"Completed",NA,"2","vsn9","Yes","No","Missing code (author's .do file does not create the temp data files that the code for the results calls upon)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"181","10.1257/mac.6.4.246","https://doi.org/10.1257/mac.6.4.246","Welfare Reversals in a Monetary Union","Auray, Stéphane; Eyquem, Aurélien","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2014,6,4,246,290,"Completed",NA,"2","vsn9","Incomplete","No","Reassign (requires Dynare)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"182","10.1257/mac.6.3.214","https://doi.org/10.1257/mac.6.3.214","""Fisher Dynamics"" in US Household Debt, 1929-2011","Mason, J. W.; Jayadev, Arjun","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2014,6,3,214,234,"Completed",NA,"1","vsn9","Incomplete",NA,"Reassign (requires SAS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"183","10.1257/mac.6.2.1","https://doi.org/10.1257/mac.6.2.1","Resolving Debt Overhang: Political Constraints in the Aftermath of Financial Crises","Mian, Atif; Sufi, Amir; Trebbi, Francesco","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2014,6,2,1,28,"Completed",NA,"1","vsn9","Yes","Yes","Needed to install hprescott & outreg extensions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"184","10.1257/mac.6.1.1","https://doi.org/10.1257/mac.6.1.1","Estimating Models with Dispersed Information","Melosi, Leonardo","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2014,6,1,1,31,"Completed",NA,"2","vsn9","Incomplete","No","Reassign (program file extensions are .g & .src)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"185","10.1257/mac.6.1.102","https://doi.org/10.1257/mac.6.1.102","Wage Rigidity and Disinflation in Emerging Countries","Messina, Julián; Sanz-de-Galdeano, Anna","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2014,6,1,102,133,"Completed",NA,"1","vsn9","Incomplete","No","Reassign (issues with missing temp files that I was not able to overcome)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"186","10.1257/mac.6.1.162","https://doi.org/10.1257/mac.6.1.162","Can Tax Rebates Stimulate Consumption Spending in a Life-Cycle Model?","Huntley, Jonathan; Michelangeli, Valentina","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2014,6,1,162,189,"Completed",NA,"3","vsn9","Incomplete","No","Reassign (requires Fortran)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"187","10.1257/mac.5.2.152","https://doi.org/10.1257/mac.5.2.152","Blunt Instruments: Avoiding Common Pitfalls in Identifying the Causes of Economic Growth","Bazzi, Samuel; Clemens, Michael A.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2013",2013,5,2,152,186,"Completed",NA,"2","vsn9","Incomplete","Partial","Replication incomplete because I ran out of time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"188","10.1257/mac.6.4.170","https://doi.org/10.1257/mac.6.4.170","Government Spending Multipliers in Developing Countries: Evidence from Lending by Official Creditors","Kraay, Aart","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2014,6,4,170,208,"Completed",NA,"2","vsn9","Yes","Partial","Needed to install several extensions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"189","10.1257/app.20140095","https://doi.org/10.1257/app.20140095","Immigrants Equilibrate Local Labor Markets: Evidence from the Great Recession","Cadena, Brian C.; Kovak, Brian K.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2016",2016,8,1,257,290,"Completed",NA,"3","wc444","Yes","Yes","Too many output files",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"190","10.1257/app.20150131","https://doi.org/10.1257/app.20150131","Beyond Statistics: The Economic Content of Risk Scores","Einav, Liran; Finkelstein, Amy; Kluender, Raymond; Schrimpf, Paul","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2016",2016,8,2,195,224,"Completed",NA,"5","wc444","No","No","Datasets not provided","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"191","10.1257/app.20150172","https://doi.org/10.1257/app.20150172","Cash for Corollas: When Stimulus Reduces Spending","Hoekstra, Mark; Puller, Steven L.; West, Jeremy","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2017",2017,9,3,1,35,"Completed",NA,"5","wc444","Yes","No","No dataset provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"192","10.1257/app.20150405","https://doi.org/10.1257/app.20150405","The Long-Run Effects of Labor Migration on Human Capital Formation in Communities of Origin","Dinkelman, Taryn; Mariotti, Martine","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2016",2016,8,4,1,35,"Completed",NA,"3","wc444","Incomplete",NA,"Can't match output",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"193","10.1257/app.20150411","https://doi.org/10.1257/app.20150411","A Short-Run View of What Computers Do: Evidence from a UK Tax Incentive","Gaggl, Paul; Wright, Greg C.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2017",2017,9,3,262,294,"Completed",NA,"5","wc444","Yes","No","Datasets not provided","Confidential/Proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"194","10.1257/app.20160055","https://doi.org/10.1257/app.20160055","The Use of Violence in Illegal Markets: Evidence from Mahogany Trade in the Brazilian Amazon","Chimeli, Ariaster B.; Soares, Rodr R.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,30,57,"Completed",NA,"2","wc444","Yes","Partial","Couldn't fix a bug and table 1 is missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"195","10.1257/app.20160126","https://doi.org/10.1257/app.20160126","The Big Sort: College Reputation and Labor Market Outcomes","MacLeod, W. Bentley; Riehl, Evan; Saavedra, Juan E.; Urquiola, Miguel","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2017",2017,9,3,223,261,"Completed",NA,"5","wc444","Yes","No","Dataset not provided","Proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"196","10.1257/app.20160127","https://doi.org/10.1257/app.20160127","Borrowing Trouble? Human Capital Investment with Opt-In Costs and Implications for the Effectiveness of Grant Aid","Marx, Benjamin M.; Turner, Lesley J.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2018",2018,10,2,163,201,"Completed",NA,"5","wc444","Yes","No","Dataset not provided","Licensed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"197","10.1257/app.20160179","https://doi.org/10.1257/app.20160179","Team Production in International Labor Markets: Experimental Evidence from the Field","Lyons, Elizabeth","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2017",2017,9,3,70,104,"Completed",NA,"3","wc444","Yes","Yes","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"198","10.1257/app.20160213","https://doi.org/10.1257/app.20160213","Racial Discrimination in the Sharing Economy: Evidence from a Field Experiment","Edelman, Benjamin; Luca, Michael; Svirsky, Dan","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2017",2017,9,2,1,22,"Completed",NA,"2","wc444","Yes","Yes","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"199","10.1257/app.20160404","https://doi.org/10.1257/app.20160404","Do Low Levels of Blood Lead Reduce Children's Future Test Scores?","Aizer, Anna; Currie, Janet; Simon, Peter; Vivier, Patrick","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2018",2018,10,1,307,341,"Completed",NA,"5","wc444","Yes","No","No datasets provided","Non-public data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"200","10.1257/mac.20120103","https://doi.org/10.1257/mac.20120103","Industrial Policy and Competition","Aghion, Philippe; Cai, Jing; Dewatripont, Mathias; Du, Luosha; Harrison, Ann; Legros, Patrick","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2015",2015,7,4,1,32,"Completed",NA,"2","wc444","Yes","Yes","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"201","10.1257/mac.20130329","https://doi.org/10.1257/mac.20130329","Monetary Policy Surprises, Credit Costs, and Economic Activity","Gertler, Mark; Karadi, Peter","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2015",2015,7,1,44,76,"Completed",NA,"3","wc444","In Progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"202","10.1257/mac.20140054","https://doi.org/10.1257/mac.20140054","International Credit Flows and Pecuniary Externalities","Brunnermeier, Markus K.; Sannikov, Yuliy","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2015",2015,7,1,297,338,"Completed",NA,"5","wc444","Yes","No","No simulation work in the paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"203","10.1257/mac.20140104","https://doi.org/10.1257/mac.20140104","Understanding the Great Recession","Christiano, Lawrence J.; Eichenbaum, Martin S.; Trabandt, Mathias","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2015",2015,7,1,110,167,"Completed",NA,"3","wc444","Incomplete","No","Not familiar with Matlab; too many function files and too many errors pop up in cet.mod, unable to fix them",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"204","10.1257/mac.20140116","https://doi.org/10.1257/mac.20140116","Labor Market Heterogeneity and the Aggregate Matching Function","Barnichon, Regis; Figura, Andrew","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2015",2015,7,4,222,249,"Completed",NA,"4","wc444","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"205","10.1257/mac.20110130","https://doi.org/10.1257/mac.20110130","Asset Pricing with Concentrated Ownership of Capital and Distribution Shocks","Lansing, Kevin J.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2015",2015,7,4,67,103,"Completed",NA,"3","wc444","Incomplete","No","No software access (E-views)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"206","10.1257/mac.20120024","https://doi.org/10.1257/mac.20120024","Optimal Contracts, Aggregate Risk, and the Financial Accelerator","Carlstrom, Charles T.; Fuerst, Timothy S.; Paustian, Matthias","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2016",2016,8,1,119,147,"Completed",NA,"5","wc444","Yes","No","No dataset provided","Not mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"207","10.1257/mac.20120141","https://doi.org/10.1257/mac.20120141","Interest Rates, Leverage, and Business Cycles in Emerging Economies: The Role of Financial Frictions","Fernandez, Andres; Gulan, Adam","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2015",2015,7,3,153,188,"Completed",NA,"4","wc444","Yes","Yes","Code runs for a long time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"208","10.1257/mac.20150097","https://doi.org/10.1257/mac.20150097","The Effects of the Real Oil Price on Regional Wage Dispersion","Kehrig, Matthias; Ziebarth, Nicolas L.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2017,9,2,115,148,"Completed",NA,"3","wc444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"209","10.1257/mac.20150147","https://doi.org/10.1257/mac.20150147","Inflation Expectations, Learning, and Supermarket Prices: Evidence from Survey Experiments","Cavallo, Alberto; Cruces, Guillermo; Perez-Truglia, Ricardo","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2017,9,3,1,35,"Completed",NA,"2","wc444","Yes","Yes","Lots of output files",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"210","10.1257/mac.20150153","https://doi.org/10.1257/mac.20150153","Trying to Understand the PPPs in ICP 2011: Why Are the Results So Different?","Deaton, Angus; Aten, Bettina","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2017,9,1,243,264,"Completed",NA,"2","wc444","Yes","Yes","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"211","10.1257/mac.20150172","https://doi.org/10.1257/mac.20150172","Nominal Exchange Rate Determinacy under the Threat of Currency Counterfeiting","Gomis-Porqueras, Pedro; Kam, Timothy; Waller, Christopher","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2017,9,2,256,273,"Completed",NA,"5","wc444","Yes","No","No emperical work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"212","10.1257/app.20150213","https://doi.org/10.1257/app.20150213","The Long-Run Economic Consequences of High-Stakes Examinations: Evidence from Transitory Variation in Pollution","Ebenstein, Avraham; Lavy, Victor; Roth, Sefi","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2016",2016,8,4,36,65,"Completed",NA,"5","xw435","Yes","No","Datasets not provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"213","10.1257/app.20150517","https://doi.org/10.1257/app.20150517","The Effect of Labor Migration on the Diffusion of Democracy: Evidence from a Former Soviet Republic","Barsbai, Toman; Rapoport, Hillel; Steinmayr, Andreas; Trebesch, Christoph","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2017",2017,9,3,36,69,"Completed",NA,"1","xw435","Yes","No","Missing variables from datasets","Proprietary government data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"214","10.1257/app.20160008","https://doi.org/10.1257/app.20160008","The Distortionary Effects of Incentives in Government: Evidence from China's Death Ceiling Program","Fisman, Raymond; Wang, Yongxiang","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2017",2017,9,2,202,218,"Completed",NA,"1","xw435","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"215","10.1257/app.20160079","https://doi.org/10.1257/app.20160079","Do College Graduates Serving as Village Officials Help Rural China?","He, Guojun; Wang, Shaoda","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,186,215,"Completed",NA,"1","xw435","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"216","10.1257/app.20160121","https://doi.org/10.1257/app.20160121","The Persistent Effect of Temporary Affirmative Action","Miller, Conrad","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2017",2017,9,3,152,190,"Completed",NA,"5","xw435","Yes","No","Datasets partially provided","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"217","10.1257/app.20150090","https://doi.org/10.1257/app.20150090","Ready for Boarding? The Effects of a Boarding School for Disadvantaged Students'","Behaghel, Luc; de Chaisemartin, Clement; Gurgand, Marc","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2017",2017,9,1,140,164,"Completed",NA,"2","xw435","Yes","Partial","Protection of individual-level data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"218","10.1257/mac.20130057","https://doi.org/10.1257/mac.20130057","Structural Change, Growth, and Volatility","Moro, Alessio","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2015",2015,7,3,259,294,"Completed",NA,"2","yw447","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"219","10.1257/mac.20140274","https://doi.org/10.1257/mac.20140274","A Road Map for Efficiently Taxing Heterogeneous Agents","Karabarbounis, Marios","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2016",2016,8,2,182,214,"Completed",NA,"5","yw447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"220","10.1257/mac.20150074","https://doi.org/10.1257/mac.20150074","Are Chinese Growth and Inflation Too Smooth? Evidence from Engel Curves","Nakamura, Emi; Steinsson, Jon; Liu, Miao","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2016",2016,8,3,113,144,"Completed",NA,"2","yw447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"221","10.1257/mac.20130326","https://doi.org/10.1257/mac.20130326","Moving to a Job: The Role of Home Equity, Debt, and Access to Credit","Demyanyk, Yuliya; Hryshko, Dmytro; Luengo-Prado, Maria Jose; Sorensen, Bent E.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2017,9,2,149,181,"Completed","ap676","4","ap676","Yes","No","Proprietary datasets need to be purchased","Proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"222","10.1257/mac.20150179","https://doi.org/10.1257/mac.20150179","Targeting Long Rates in a Model with Segmented Markets","Carlstrom, Charles T.; Fuerst, Timothy S.; Paustian, Matthias","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2017,9,1,205,242,"Completed","ap676","2","ap676","Incomplete",NA,"Requires Dynare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"223","10.1257/mac.20150216","https://doi.org/10.1257/mac.20150216","Demand for Value Added and Value-Added Exchange Rates","Bems, Rudolfs; Johnson, Robert C.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2017,9,4,45,90,"Completed",NA,"1","jjp282","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"224","10.1257/mac.20150250","https://doi.org/10.1257/mac.20150250","Growth-Rate and Uncertainty Shocks in Consumption: Cross-Country Evidence","Nakamura, Emi; Sergeyev, Dmitriy; Steinsson, Jon","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2017,9,1,1,39,"Completed",NA,"5","nwl27","Incomplete",NA,"Unable to download JAGs, which is required to run the program",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"225","10.1257/mac.20140097","https://doi.org/10.1257/mac.20140097","Inflation in the Great Recession and New Keynesian Models","Del Negro, Marco; Giannoni, Marc P.; Schorfheide, Frank","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2015",2015,7,1,168,196,"Completed","Jiazhen","2","jt699","Yes","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"226","10.1257/mac.20130322","https://doi.org/10.1257/mac.20130322","Sharing High Growth across Generations: Pensions and Demographic Transition in China","Song, Zheng; Storesletten, Kjetil; Wang, Yikai; Zilibotti, Fabrizio","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2015",2015,7,2,1,39,"Completed",NA,"4","jt699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"227","10.1257/mac.6.4.84","https://doi.org/10.1257/mac.6.4.84","Consumption, Income Changes, and Heterogeneity: Evidence from Two Fiscal Stimulus Programs","Misra, Kanishka; Surico, Paolo","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2014,6,4,84,106,"Completed",NA,"3","jt699",NA,NA,"Reassign to someone who knows how to use SAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"228","10.1257/mac.6.4.107","https://doi.org/10.1257/mac.6.4.107","Fiscal Policy and MPC Heterogeneity","Jappelli, Tullio; Pistaferri, Jacopo","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2014,6,4,107,136,"Completed",NA,"2","ebr63","Yes","Partial","Error messages encountered when Stata tried to run do files",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"229","10.1257/mac.6.4.209","https://doi.org/10.1257/mac.6.4.209","Medium Term Business Cycles in Developing Countries","Comin, Diego; Loayza, Norman; Pasha, Farooq; Serven, Luis","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2014,6,4,209,245,"Completed",NA,"3","nwl27","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"230","10.1257/mac.6.4.291","https://doi.org/10.1257/mac.6.4.291","The Political Economy of the Greek Debt Crisis: A Tale of Two Bailouts","Ardagna, Silvia; Caselli, Francesco","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2014,6,4,291,323,"Completed",NA,"n/a","jt699",NA,NA,"No empirical work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"231","10.1257/mac.6.3.153","https://doi.org/10.1257/mac.6.3.153","The Global Welfare Impact of China: Trade Integration and Technological Change","Di Giovanni, Julian; Levchenko, Andrei A.; Zhang, Jing","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2014,6,3,153,183,"Completed",NA,"1","ebr63","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"232","10.1257/mac.6.1.32","https://doi.org/10.1257/mac.6.1.32","Credit Constraints and Self-Fulfilling Business Cycles","Liu, Zheng; Wang, Pengfei","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2014,6,1,32,69,NA,NA,NA,"jt699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"233","10.1257/mac.6.1.70","https://doi.org/10.1257/mac.6.1.70","Some Evidence on the Importance of Sticky Wages","Barattieri, Alessandro; Basu, Susanto; Gottschalk, Peter","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2014,6,1,70,101,"Completed","skm228","2","skm228","Incomplete",NA,"Requires Matlab and Dynare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"234","10.1257/mac.5.2.217","https://doi.org/10.1257/mac.5.2.217","Uncertainty and Economic Activity: Evidence from Business Survey Data","Bachmann, Ruediger; Elstner, Steffen; Sims, Eric R.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2013",2013,5,2,217,249,"Completed",NA,"3","nwl27","Working",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"235","10.1257/mac.5.1.49","https://doi.org/10.1257/mac.5.1.49","Oil and Conflict: What Does the Cross Country Evidence Really Show?","Cotet, Anca M.; Tsui, Kevin K.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2013",2013,5,1,49,80,"Completed",NA,"2","xs232","Yes","No","No instruction provided to replicate",NA,NA,NA,NA,NA,NA,"List of Input Data: ASPO dataset, BP Statistical Review of World Energy (BP), Oil and Gas Journal (OGJ), CIA factbook, Emergency Events Database (EM-DAT), Gleditsch-COW dataset, UCDP/PRIO Armed Conflict Dataset, The Center for Systemic Peace (CSP) military coup data, Stockholm International Peace Research Institute (SIPRI) defense burden data",NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"236","10.1257/mac.5.4.1","https://doi.org/10.1257/mac.5.4.1","Time-Varying Effects of Oil Supply Shocks on the US Economy","Baumeister, Christiane; Peersman, Gert","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2013",2013,5,4,1,28,"Completed",NA,"2","jjp282","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"237","10.1257/mac.5.3.35","https://doi.org/10.1257/mac.5.3.35","Crises and Recoveries in an Empirical Model of Consumption Disasters","Nakamura, Emi; Steinsson, Jon; Barro, Robert; Ursua, Jose","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2013",2013,5,3,35,74,"Completed",NA,"3","jt699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"238","10.1257/mac.5.2.1","https://doi.org/10.1257/mac.5.2.1","Is there a Trade-Off between Inflation and Output Stabilization?","Justiniano, Alejandro; Primiceri, Giorgio E.; Tambalotti, Andrea","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2013",2013,5,2,1,31,"Completed",NA,"3","jt699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"239","10.1257/mac.5.1.135","https://doi.org/10.1257/mac.5.1.135","On the Real Effects of Bank Bailouts: Micro Evidence from Japan","Giannetti, Mariassunta; Simonov, Andrei","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2013",2013,5,1,135,167,"Completed",NA,"2","xs232","Yes","No","Need to purchase data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
