"","DOI","url","year","month","publisher","volume","number","pages","author","title","journal","key","entry"
"663","10.1257/app.5.1.32","https://doi.org/10.1257%2Fapp.5.1.32","2013","jan","American Economic Association","5","1","32--64","Marianne Bertrand and Jessica Pan","The Trouble with Boys: Social Influences and the Gender Gap in Disruptive Behavior","American Economic Journal: Applied Economics","Bertrand_2013","article"
"664","10.1257/app.5.4.1","https://doi.org/10.1257%2Fapp.5.4.1","2013","oct","American Economic Association","5","4","1--27","Joshua D Angrist and Parag A Pathak and Christopher R Walters","Explaining Charter School Effectiveness","American Economic Journal: Applied Economics","Angrist_2013","article"
"665","10.1257/app.5.4.28","https://doi.org/10.1257%2Fapp.5.4.28","2013","oct","American Economic Association","5","4","28--60","Will Dobbie and Roland G Fryer","Getting Beneath the Veil of Effective Schools: Evidence From New York City","American Economic Journal: Applied Economics","Dobbie_2013","article"
"666","10.1257/app.5.3.136","https://doi.org/10.1257%2Fapp.5.3.136","2013","jul","American Economic Association","5","3","136--169","David A Matsa and Amalia R Miller","A Female Style in Corporate Leadership? Evidence from Quotas","American Economic Journal: Applied Economics","Matsa_2013","article"
"667","10.1257/app.5.1.193","https://doi.org/10.1257%2Fapp.5.1.193","2013","jan","American Economic Association","5","1","193--207","Sumit Agarwal and Bhashkar Mazumder","Cognitive Abilities and Household Financial Decision Making","American Economic Journal: Applied Economics","Agarwal_2013","article"
"668","10.1257/app.5.4.61","https://doi.org/10.1257%2Fapp.5.4.61","2013","oct","American Economic Association","5","4","61--91","Grant Miller and Diana Pinto and Marcos Vera-Hern{\'{a}}ndez","Risk Protection, Service Use, and Health Outcomes under Colombia{\textquotesingle}s Health Insurance Program for the Poor","American Economic Journal: Applied Economics","Miller_2013","article"
"669","10.1257/app.5.4.111","https://doi.org/10.1257%2Fapp.5.4.111","2013","oct","American Economic Association","5","4","111--143","Kerwin Kofi Charles and Melvin Stephens","Employment, Wages, and Voter Turnout","American Economic Journal: Applied Economics","Charles_2013","article"
"670","10.1257/app.5.2.58","https://doi.org/10.1257%2Fapp.5.2.58","2013","jan","American Economic Association","5","2","58--85","Markus Goldstein and Joshua Graff Zivin and James Habyarimana and Cristian Pop-Eleches and Harsha Thirumurthy","The Effect of Absenteeism and Clinic Protocol on Health Outcomes: The Case of Mother-to-Child Transmission of {HIV} in Kenya","American Economic Journal: Applied Economics","Goldstein_2013","article"
"671","10.1257/app.2.1.62","https://doi.org/10.1257%2Fapp.2.1.62","2010","jan","American Economic Association","2","1","62--85","Jeremy R. Magruder","Intergenerational Networks, Unemployment, and Persistent Inequality in South Africa","American Economic Journal: Applied Economics","Magruder_2010","article"
"672","10.1257/app.2.1.149","https://doi.org/10.1257%2Fapp.2.1.149","2010","jan","American Economic Association","2","1","149--164","Richard B. Freeman and Alexander M. Gelber","Prize Structure and Information in Tournaments: Experimental Evidence","American Economic Journal: Applied Economics","Freeman_2010","article"
"673","10.1257/app.2.2.1","https://doi.org/10.1257%2Fapp.2.2.1","2010","apr","American Economic Association","2","2","1--45","Hoyt Bleakley","Malaria Eradication in the Americas: A Retrospective Analysis of Childhood Exposure","American Economic Journal: Applied Economics","Bleakley_2010","article"
"674","10.1257/app.2.2.179","https://doi.org/10.1257%2Fapp.2.2.179","2010","apr","American Economic Association","2","2","179--209","Simeon Djankov and Rafael La Porta and Florencio Lopez-de-Silanes and Andrei Shleifer","Disclosure by Politicians","American Economic Journal: Applied Economics","Djankov_2010","article"
"675","10.1257/app.2.3.60","https://doi.org/10.1257%2Fapp.2.3.60","2010","jul","American Economic Association","2","3","60--95","Xavier Gin{\'{e}} and Pamela Jakiela and Dean Karlan and Jonathan Morduch","Microfinance Games","American Economic Journal: Applied Economics","Gin__2010","article"
"676","10.1257/app.2.4.76","https://doi.org/10.1257%2Fapp.2.4.76","2010","oct","American Economic Association","2","4","76--104","Peter Arcidiacono and Patrick Bayer and Aurel Hizmo","Beyond Signaling and Human Capital: Education and the Revelation of Ability","American Economic Journal: Applied Economics","Arcidiacono_2010","article"
"677","10.1257/app.2.1.33","https://doi.org/10.1257%2Fapp.2.1.33","2010","jan","American Economic Association","2","1","33--61","Shin-Yi Chou and Jin-Tan Liu and Michael Grossman and Ted Joyce","Parental Education and Child Health: Evidence from a Natural Experiment in Taiwan","American Economic Journal: Applied Economics","Chou_2010","article"
"678","10.1257/app.2.2.72","https://doi.org/10.1257%2Fapp.2.2.72","2010","apr","American Economic Association","2","2","72--94","David Cutler and Winnie Fung and Michael Kremer and Monica Singhal and Tom Vogl","Early-life Malaria Exposure and Adult Outcomes: Evidence from Malaria Eradication in India","American Economic Journal: Applied Economics","Cutler_2010","article"
"679","10.1257/app.2.2.95","https://doi.org/10.1257%2Fapp.2.2.95","2010","apr","American Economic Association","2","2","95--117","Jason M Lindo and Nicholas J Sanders and Philip Oreopoulos","Ability, Gender, and Performance Standards: Evidence from Academic Probation","American Economic Journal: Applied Economics","Lindo_2010","article"
"680","10.1257/app.2.2.118","https://doi.org/10.1257%2Fapp.2.2.118","2010","apr","American Economic Association","2","2","118--146","Seema Jayachandran and Adriana Lleras-Muney and Kimberly V Smith","Modern Medicine and the Twentieth Century Decline in Mortality: Evidence on the Impact of Sulfa Drugs","American Economic Journal: Applied Economics","Jayachandran_2010","article"
"681","10.1257/app.2.3.22","https://doi.org/10.1257%2Fapp.2.3.22","2010","jul","American Economic Association","2","3","22--45","Aparajita Goyal","Information, Direct Access to Farmers, and Rural Market Performance in Central India","American Economic Journal: Applied Economics","Goyal_2010","article"
"682","10.1257/app.2.3.129","https://doi.org/10.1257%2Fapp.2.3.129","2010","jul","American Economic Association","2","3","129--157","John Bound and Michael F Lovenheim and Sarah Turner","Why Have College Completion Rates Declined? An Analysis of Changing Student Preparation and Collegiate Resources","American Economic Journal: Applied Economics","Bound_2010","article"
"683","10.1257/app.2.4.42","https://doi.org/10.1257%2Fapp.2.4.42","2010","oct","American Economic Association","2","4","42--75","Eric V Edmonds and Nina Pavcnik and Petia Topalova","Trade Adjustment and Human Capital Investments: Evidence from Indian Tariff Reform","American Economic Journal: Applied Economics","Edmonds_2010","article"
"684","10.1257/app.2.4.200","https://doi.org/10.1257%2Fapp.2.4.200","2010","oct","American Economic Association","2","4","200--212","Peter Egger and Marko Koethenbuerger","Government Spending and Legislative Organization: Quasi-Experimental Evidence from Germany","American Economic Journal: Applied Economics","Egger_2010","article"
"685","10.1257/app.2.1.165","https://doi.org/10.1257%2Fapp.2.1.165","2010","jan","American Economic Association","2","1","165--192","Hoyt Bleakley and Aimee Chin","Age at Arrival, English Proficiency, and Social Assimilation Among {US} Immigrants","American Economic Journal: Applied Economics","Bleakley_2010","article"
"686","10.1257/app.2.1.193","https://doi.org/10.1257%2Fapp.2.1.193","2010","jan","American Economic Association","2","1","193--210","Stephan Meier and Charles Sprenger","Present-Biased Preferences and Credit Card Borrowing","American Economic Journal: Applied Economics","Meier_2010","article"
"687","10.1257/app.2.2.164","https://doi.org/10.1257%2Fapp.2.2.164","2010","apr","American Economic Association","2","2","164--178","Jessica Wisdom and Julie S Downs and George Loewenstein","Promoting Healthy Choices: Information versus Convenience","American Economic Journal: Applied Economics","Wisdom_2010","article"
"688","10.1257/app.2.3.190","https://doi.org/10.1257%2Fapp.2.3.190","2010","jul","American Economic Association","2","3","190--204","Priyanka Pandey","Service Delivery and Corruption in Public Services: How Does History Matter?","American Economic Journal: Applied Economics","Pandey_2010","article"
"689","10.1257/app.2.3.205","https://doi.org/10.1257%2Fapp.2.3.205","2010","jul","American Economic Association","2","3","205--227","Paul Glewwe and Nauman Ilias and Michael Kremer","Teacher Incentives","American Economic Journal: Applied Economics","Glewwe_2010","article"
"690","10.1257/app.2.3.228","https://doi.org/10.1257%2Fapp.2.3.228","2010","jul","American Economic Association","2","3","228--255","Marianne Bertrand and Claudia Goldin and Lawrence F Katz","Dynamics of the Gender Gap for Young Professionals in the Financial and Corporate Sectors","American Economic Journal: Applied Economics","Bertrand_2010","article"
"691","10.1257/app.2.3.256","https://doi.org/10.1257%2Fapp.2.3.256","2010","jul","American Economic Association","2","3","256--281","Guy Michaels and Xiaojia Zhi","Freedom Fries","American Economic Journal: Applied Economics","Michaels_2010","article"
"692","10.1257/app.2.4.150","https://doi.org/10.1257%2Fapp.2.4.150","2010","oct","American Economic Association","2","4","150--176","David Card and Martin D Dooley and A. Abigail Payne","School Competition and Efficiency with Publicly Funded Catholic Schools","American Economic Journal: Applied Economics","Card_2010","article"
"693","10.1257/app.2.4.177","https://doi.org/10.1257%2Fapp.2.4.177","2010","oct","American Economic Association","2","4","177--199","Justin Sydnor","(Over)insuring Modest Risks","American Economic Journal: Applied Economics","Sydnor_2010","article"
"694","10.1257/app.2.1.116","https://doi.org/10.1257%2Fapp.2.1.116","2010","jan","American Economic Association","2","1","116--148","Roland G. Fryer and Michael Greenstone","The Changing Consequences of Attending Historically Black Colleges and Universities","American Economic Journal: Applied Economics","Fryer_2010","article"
"695","10.1257/app.2.1.211","https://doi.org/10.1257%2Fapp.2.1.211","2010","jan","American Economic Association","2","1","211--228","Scott E. Carrell and Mark L. Hoekstra","Externalities in the Classroom: How Children Exposed to Domestic Violence Affect Everyone{\textquotesingle}s Kids","American Economic Journal: Applied Economics","Carrell_2010","article"
"696","10.1257/app.2.2.147","https://doi.org/10.1257%2Fapp.2.2.147","2010","apr","American Economic Association","2","2","147--163","Damon Jones","Information, Preferences, and Public Benefit Participation: Experimental Evidence from the Advance {EITC} and 401(k) Savings","American Economic Journal: Applied Economics","Jones_2010","article"
"697","10.1257/app.2.3.46","https://doi.org/10.1257%2Fapp.2.3.46","2010","jul","American Economic Association","2","3","46--59","Jenny C Aker","Information from Markets Near and Far: Mobile Phones and Agricultural Markets in Niger","American Economic Journal: Applied Economics","Aker_2010","article"
"698","10.1257/app.2.2.241","https://doi.org/10.1257%2Fapp.2.2.241","2010","apr","American Economic Association","2","2","241--275","Giacomo De Giorgi and Michele Pellizzari and Silvia Redaelli","Identification of Social Interactions through Partially Overlapping Peer Groups","American Economic Journal: Applied Economics","De_Giorgi_2010","article"
"699","10.1257/app.2.3.96","https://doi.org/10.1257%2Fapp.2.3.96","2010","jul","American Economic Association","2","3","96--128","David H Autor and Susan N Houseman","Do Temporary-Help Jobs Improve Labor Market Outcomes for Low-Skilled Workers? Evidence from {\textquotedblleft}Work First{\textquotedblright}","American Economic Journal: Applied Economics","Autor_2010","article"
"700","10.1257/app.2.1.86","https://doi.org/10.1257%2Fapp.2.1.86","2010","jan","American Economic Association","2","1","86--115","Randall K. Q. Akee and William E. Copeland and Gordon Keeler and Adrian Angold and E. Jane Costello","Parents{\textquotesingle} Incomes and Children{\textquotesingle}s Outcomes: A Quasi-Experiment Using Transfer Payments from Casino Profits","American Economic Journal: Applied Economics","Akee_2010","article"
"701","10.1257/app.2.2.46","https://doi.org/10.1257%2Fapp.2.2.46","2010","apr","American Economic Association","2","2","46--71","Adrienne M Lucas","Malaria Eradication and Educational Attainment: Evidence from Paraguay and Sri Lanka","American Economic Journal: Applied Economics","Lucas_2010","article"
"702","10.1257/app.2.2.210","https://doi.org/10.1257%2Fapp.2.2.210","2010","apr","American Economic Association","2","2","210--240","Roland G Fryer and Steven D Levitt","An Empirical Analysis of the Gender Gap in Mathematics","American Economic Journal: Applied Economics","Fryer_2010","article"
"703","10.1257/app.2.3.158","https://doi.org/10.1257%2Fapp.2.3.158","2010","jul","American Economic Association","2","3","158--189","Rema Hanna","{US} Environmental Regulation and {FDI}: Evidence from a Panel of {US}-Based Multinational Firms","American Economic Journal: Applied Economics","Hanna_2010","article"
"704","10.1257/app.2.4.105","https://doi.org/10.1257%2Fapp.2.4.105","2010","oct","American Economic Association","2","4","105--127","Maria Guadalupe and Julie Wulf","The Flattening Firm and Product Market Competition: The Effect of Trade Liberalization on Corporate Hierarchies","American Economic Journal: Applied Economics","Guadalupe_2010","article"
"705","10.1257/app.2.4.128","https://doi.org/10.1257%2Fapp.2.4.128","2010","oct","American Economic Association","2","4","128--149","Mariano Bosch and Marco Manacorda","Minimum Wages and Earnings Inequality in Urban Mexico","American Economic Journal: Applied Economics","Bosch_2010","article"
"706","10.1257/app.3.1.1","https://doi.org/10.1257%2Fapp.3.1.1","2011","jan","American Economic Association","3","1","1--34","Pascaline Dupas","Do Teenagers Respond to {HIV} Risk Information? Evidence from a Field Experiment in Kenya","American Economic Journal: Applied Economics","Dupas_2011","article"
"707","10.1257/app.3.1.35","https://doi.org/10.1257%2Fapp.3.1.35","2011","jan","American Economic Association","3","1","35--64","Jonathan Robinson and Ethan Yeh","Transactional Sex as a Response to Risk in Western Kenya","American Economic Journal: Applied Economics","Robinson_2011","article"
"708","10.1257/app.3.1.65","https://doi.org/10.1257%2Fapp.3.1.65","2011","jan","American Economic Association","3","1","65--90","Janet Currie and Reed Walker","Traffic Congestion and Infant Health: Evidence from E-{ZPass}","American Economic Journal: Applied Economics","Currie_2011","article"
"709","10.1257/app.3.1.91","https://doi.org/10.1257%2Fapp.3.1.91","2011","jan","American Economic Association","3","1","91--100","Emily Oster and Rebecca Thornton","Menstruation, Sanitary Products, and School Attendance: Evidence from a Randomized Evaluation","American Economic Journal: Applied Economics","Oster_2011","article"
"710","10.1257/app.3.1.101","https://doi.org/10.1257%2Fapp.3.1.101","2011","jan","American Economic Association","3","1","101--128","Erik Lindqvist and Roine Vestman","The Labor Market Returns to Cognitive and Noncognitive Ability: Evidence from the Swedish Enlistment","American Economic Journal: Applied Economics","Lindqvist_2011","article"
"711","10.1257/app.3.1.129","https://doi.org/10.1257%2Fapp.3.1.129","2011","jan","American Economic Association","3","1","129--151","Mirko Draca and Stephen Machin and John Van Reenen","Minimum Wages and Firm Profitability","American Economic Journal: Applied Economics","Draca_2011","article"
"712","10.1257/app.3.1.152","https://doi.org/10.1257%2Fapp.3.1.152","2011","jan","American Economic Association","3","1","152--188","Michael L Anderson and David A Matsa","Are Restaurants Really Supersizing America?","American Economic Journal: Applied Economics","Anderson_2011","article"
"713","10.1257/app.3.1.189","https://doi.org/10.1257%2Fapp.3.1.189","2011","jan","American Economic Association","3","1","189--223","Mireille Jacobson and Heather Royer","Aftershocks: The Impact of Clinic Violence on Abortion Services","American Economic Journal: Applied Economics","Jacobson_2011","article"
"714","10.1257/app.3.1.224","https://doi.org/10.1257%2Fapp.3.1.224","2011","jan","American Economic Association","3","1","224--238","Steven D Levitt and John A List","Was There Really a Hawthorne Effect at the Hawthorne Plant? An Analysis of the Original Illumination Experiments","American Economic Journal: Applied Economics","Levitt_2011","article"
"715","10.1257/app.3.1.239","https://doi.org/10.1257%2Fapp.3.1.239","2011","jan","American Economic Association","3","1","239--263","Siwan Anderson","Caste as an Impediment to Trade","American Economic Journal: Applied Economics","Anderson_2011","article"
"716","10.1257/app.3.2.1","https://doi.org/10.1257%2Fapp.3.2.1","2011","apr","American Economic Association","3","2","1--33","Victor Lavy and Anal{\'{\i}}a Schlosser","Mechanisms and Impacts of Gender Peer Effects at School","American Economic Journal: Applied Economics","Lavy_2011","article"
"717","10.1257/app.3.2.34","https://doi.org/10.1257%2Fapp.3.2.34","2011","apr","American Economic Association","3","2","34--66","Elizabeth Oltmans Ananat","The Wrong Side(s) of the Tracks: The Causal Effects of Racial Segregation on Urban Poverty and Inequality","American Economic Journal: Applied Economics","Ananat_2011","article"
"718","10.1257/app.3.2.67","https://doi.org/10.1257%2Fapp.3.2.67","2011","apr","American Economic Association","3","2","67--95","Olof {\AA}slund and Per-Anders Edin and Peter Fredriksson and Hans Grönqvist","Peers, Neighborhoods, and Immigrant Student Achievement: Evidence from a Placement Policy","American Economic Journal: Applied Economics","_slund_2011","article"
"719","10.1257/app.3.2.96","https://doi.org/10.1257%2Fapp.3.2.96","2011","apr","American Economic Association","3","2","96--118","Joshua D Angrist and Stacey H Chen","Schooling and the Vietnam-Era {GI} Bill: Evidence from the Draft Lottery","American Economic Journal: Applied Economics","Angrist_2011","article"
"720","10.1257/app.3.2.119","https://doi.org/10.1257%2Fapp.3.2.119","2011","apr","American Economic Association","3","2","119--136","Sebastian Galiani and Mart{\'{\i}}n A Rossi and Ernesto Schargrodsky","Conscription and Crime: Evidence from the Argentine Draft Lottery","American Economic Journal: Applied Economics","Galiani_2011","article"
"721","10.1257/app.3.2.137","https://doi.org/10.1257%2Fapp.3.2.137","2011","apr","American Economic Association","3","2","137--166","Angus Deaton and Olivier Dupriez","Purchasing Power Parity Exchange Rates for the Global Poor","American Economic Journal: Applied Economics","Deaton_2011","article"
"722","10.1257/app.3.2.167","https://doi.org/10.1257%2Fapp.3.2.167","2011","apr","American Economic Association","3","2","167--195","Felipe Barrera-Osorio and Marianne Bertrand and Leigh L Linden and Francisco Perez-Calle","Improving the Design of Conditional Transfer Programs: Evidence from a Randomized Education Experiment in Colombia","American Economic Journal: Applied Economics","Barrera_Osorio_2011","article"
"723","10.1257/app.3.2.196","https://doi.org/10.1257%2Fapp.3.2.196","2011","apr","American Economic Association","3","2","196--214","Chang-Tai Hsieh and Edward Miguel and Daniel Ortega and Francisco Rodriguez","The Price of Political Opposition: Evidence from Venezuela{\textquotesingle}{sMaisanta}","American Economic Journal: Applied Economics","Hsieh_2011","article"
"724","10.1257/app.3.3.1","https://doi.org/10.1257%2Fapp.3.3.1","2011","jul","American Economic Association","3","3","1--28","Marco Manacorda and Edward Miguel and Andrea Vigorito","Government Transfers and Political Support","American Economic Journal: Applied Economics","Manacorda_2011","article"
"725","10.1257/app.3.3.29","https://doi.org/10.1257%2Fapp.3.3.29","2011","jul","American Economic Association","3","3","29--54","Tahir Andrabi and Jishnu Das and Asim Ijaz Khwaja and Tristan Zajonc","Do Value-Added Estimates Add Value? Accounting for Learning Dynamics","American Economic Journal: Applied Economics","Andrabi_2011","article"
"726","10.1257/app.3.3.55","https://doi.org/10.1257%2Fapp.3.3.55","2011","jul","American Economic Association","3","3","55--87","Itzhak Ben-David","Financial Constraints and Inflated Home Prices during the Real Estate Boom","American Economic Journal: Applied Economics","Ben_David_2011","article"
"727","10.1257/app.3.3.88","https://doi.org/10.1257%2Fapp.3.3.88","2011","jul","American Economic Association","3","3","88--123","Patricia Cort{\'{e}}s and Jos{\'{e}} Tessada","Low-Skilled Immigration and the Labor Supply of Highly Skilled Women","American Economic Journal: Applied Economics","Cort_s_2011","article"
"728","10.1257/app.3.3.124","https://doi.org/10.1257%2Fapp.3.3.124","2011","jul","American Economic Association","3","3","124--157","Ran Abramitzky and Adeline Delavande and Luis Vasconcelos","Marrying Up: The Role of Sex Ratio in Assortative Matching","American Economic Journal: Applied Economics","Abramitzky_2011","article"
"729","10.1257/app.3.3.158","https://doi.org/10.1257%2Fapp.3.3.158","2011","jul","American Economic Association","3","3","158--187","Will Dobbie and Roland G Fryer","Are High-Quality Schools Enough to Increase Achievement Among the Poor? Evidence from the Harlem Children{\textquotesingle}s Zone","American Economic Journal: Applied Economics","Dobbie_2011","article"
"730","10.1257/app.3.3.188","https://doi.org/10.1257%2Fapp.3.3.188","2011","jul","American Economic Association","3","3","188--220","Orazio Attanasio and Adriana Kugler and Costas Meghir","Subsidizing Vocational Training for Disadvantaged Youth in Colombia: Evidence from a Randomized Trial","American Economic Journal: Applied Economics","Attanasio_2011","article"
"731","10.1257/app.3.3.221","https://doi.org/10.1257%2Fapp.3.3.221","2011","jul","American Economic Association","3","3","221--243","Joseph J Doyle","Returns to Local-Area Health Care Spending: Evidence from Health Shocks to Patients Far From Home","American Economic Journal: Applied Economics","Doyle_2011","article"
"732","10.1257/app.3.3.244","https://doi.org/10.1257%2Fapp.3.3.244","2011","jul","American Economic Association","3","3","244--267","C Kirabo Jackson and Henry S Schneider","Do Social Connections Reduce Moral Hazard? Evidence from the New York City Taxi Industry","American Economic Journal: Applied Economics","Kirabo_Jackson_2011","article"
"733","10.1257/app.3.4.1","https://doi.org/10.1257%2Fapp.3.4.1","2011","oct","American Economic Association","3","4","1--28","Benjamin A Olken and Monica Singhal","Informal Taxation","American Economic Journal: Applied Economics","Olken_2011","article"
"734","10.1257/app.3.4.29","https://doi.org/10.1257%2Fapp.3.4.29","2011","oct","American Economic Association","3","4","29--55","Sheetal Sekhri","Public Provision and Protection of Natural Resources: Groundwater Irrigation in Rural India","American Economic Journal: Applied Economics","Sekhri_2011","article"
"735","10.1257/app.3.4.56","https://doi.org/10.1257%2Fapp.3.4.56","2011","oct","American Economic Association","3","4","56--85","Douglas Almond and Bhashkar Mazumder","Health Capital and the Prenatal Environment: The Effect of Ramadan Observance During Pregnancy","American Economic Journal: Applied Economics","Almond_2011","article"
"736","10.1257/app.3.4.86","https://doi.org/10.1257%2Fapp.3.4.86","2011","oct","American Economic Association","3","4","86--118","Melvin Stephens and Takashi Unayama","The Consumption Response to Seasonal Income: Evidence from Japanese Public Pension Benefits","American Economic Journal: Applied Economics","Stephens_2011","article"
"737","10.1257/app.3.4.119","https://doi.org/10.1257%2Fapp.3.4.119","2011","oct","American Economic Association","3","4","119--151","Rafael Di Tella and Ignacio Franceschelli","Government Advertising and Media Coverage of Corruption Scandals","American Economic Journal: Applied Economics","Tella_2011","article"
"738","10.1257/app.3.4.152","https://doi.org/10.1257%2Fapp.3.4.152","2011","oct","American Economic Association","3","4","152--185","Olivier Desch{\^{e}}nes and Michael Greenstone","Climate Change, Mortality, and Adaptation: Evidence from Annual Fluctuations in Weather in the {US}","American Economic Journal: Applied Economics","Desch_nes_2011","article"
"739","10.1257/app.3.4.186","https://doi.org/10.1257%2Fapp.3.4.186","2011","oct","American Economic Association","3","4","186--214","Pranab Bardhan and Dilip Mookherjee","Subsidized Farm Input Programs and Agricultural Performance: A Farm-Level Analysis of West Bengal{\textquotesingle}s Green Revolution, 1982{\textendash}1995","American Economic Journal: Applied Economics","Bardhan_2011","article"
"740","10.1257/app.3.4.215","https://doi.org/10.1257%2Fapp.3.4.215","2011","oct","American Economic Association","3","4","215--227","Antonio Ciccone","Economic Shocks and Civil Conflict: A Comment","American Economic Journal: Applied Economics","Ciccone_2011","article"
"741","10.1257/app.3.4.228","https://doi.org/10.1257%2Fapp.3.4.228","2011","oct","American Economic Association","3","4","228--232","Edward Miguel and Shanker Satyanath","Re-examining Economic Shocks and Civil Conflict","American Economic Journal: Applied Economics","Miguel_2011","article"
"742","10.1257/app.4.1.1","https://doi.org/10.1257%2Fapp.4.1.1","2012","jan","American Economic Association","4","1","1--29","Philip Oreopoulos and Till von Wachter and Andrew Heisz","The Short- and Long-Term Career Effects of Graduating in a Recession","American Economic Journal: Applied Economics","Oreopoulos_2012","article"
"743","10.1257/app.4.1.136","https://doi.org/10.1257%2Fapp.4.1.136","2012","jan","American Economic Association","4","1","136--163","Edward P Lazear and Ulrike Malmendier and Roberto A Weber","Sorting in Experiments with Application to Social Preferences","American Economic Journal: Applied Economics","Lazear_2012","article"
"744","10.1257/app.4.2.134","https://doi.org/10.1257%2Fapp.4.2.134","2012","apr","American Economic Association","4","2","134--167","Orazio Attanasio and Abigail Barr and Juan Camilo Cardenas and Garance Genicot and Costas Meghir","Risk Pooling, Risk Preferences, and Social Networks","American Economic Journal: Applied Economics","Attanasio_2012","article"
"745","10.1257/app.4.1.164","https://doi.org/10.1257%2Fapp.4.1.164","2012","jan","American Economic Association","4","1","164--192","Paul J Gertler and Sebastian W Martinez and Marta Rubio-Codina","Investing Cash Transfers to Raise Long-Term Living Standards","American Economic Journal: Applied Economics","Gertler_2012","article"
"746","10.1257/app.4.4.1","https://doi.org/10.1257%2Fapp.4.4.1","2012","oct","American Economic Association","4","4","1--31","Eliana La Ferrara and Alberto Chong and Suzanne Duryea","Soap Operas and Fertility: Evidence from Brazil","American Economic Journal: Applied Economics","Ferrara_2012","article"
"747","10.1257/app.4.2.247","https://doi.org/10.1257%2Fapp.4.2.247","2012","apr","American Economic Association","4","2","247--273","Karen Macours and Norbert Schady and Renos Vakis","Cash Transfers, Behavioral Changes, and Cognitive Development in Early Childhood: Evidence from a Randomized Experiment","American Economic Journal: Applied Economics","Macours_2012","article"
"748","10.1257/app.4.3.190","https://doi.org/10.1257%2Fapp.4.3.190","2012","jul","American Economic Association","4","3","190--224","Christian Dustmann and Uta Schönberg","Expansions in Maternity Leave Coverage and Children{\textquotesingle}s Long-Term Outcomes","American Economic Journal: Applied Economics","Dustmann_2012","article"
"749","10.1257/app.4.1.49","https://doi.org/10.1257%2Fapp.4.1.49","2012","jan","American Economic Association","4","1","49--84","Kevin M Stange","An Empirical Investigation of the Option Value of College Enrollment","American Economic Journal: Applied Economics","Stange_2012","article"
"750","10.1257/app.4.2.62","https://doi.org/10.1257%2Fapp.4.2.62","2012","apr","American Economic Association","4","2","62--97","Martha J Bailey","Reexamining the Impact of Family Planning Programs on {US} Fertility: Evidence from the War on Poverty and the Early Years of Title X","American Economic Journal: Applied Economics","Bailey_2012","article"
"751","10.1257/app.4.3.225","https://doi.org/10.1257%2Fapp.4.3.225","2012","jul","American Economic Association","4","3","225--254","Martha J Bailey and Brad Hershbein and Amalia R Miller","The Opt-In Revolution? Contraception and the Gender Gap in Wages","American Economic Journal: Applied Economics","Bailey_2012","article"
"752","10.1257/app.4.2.98","https://doi.org/10.1257%2Fapp.4.2.98","2012","apr","American Economic Association","4","2","98--133","Joseph P Kaboski and Robert M Townsend","The Impact of Credit on Village Economies","American Economic Journal: Applied Economics","Kaboski_2012","article"
"753","10.1257/app.4.2.1","https://doi.org/10.1257%2Fapp.4.2.1","2012","apr","American Economic Association","4","2","1--35","Katrine V L{\o}ken and Magne Mogstad and Matthew Wiswall","What Linear Estimators Miss: The Effects of Family Income on Child Outcomes","American Economic Journal: Applied Economics","L_ken_2012","article"
"754","10.1257/app.4.4.121","https://doi.org/10.1257%2Fapp.4.4.121","2012","oct","American Economic Association","4","4","121--139","N{\'{u}}ria Rodr{\'{\i}}guez-Planas","Longer-Term Impacts of Mentoring, Educational Services, and Learning Incentives: Evidence from a Randomized Trial in the United States","American Economic Journal: Applied Economics","Rodr_guez_Planas_2012","article"
"755","10.1257/app.4.4.226","https://doi.org/10.1257%2Fapp.4.4.226","2012","oct","American Economic Association","4","4","226--253","Adrienne M Lucas and Isaac M Mbiti","Access, Sorting, and Achievement: The Short-Run Effects of Free Primary Education in Kenya","American Economic Journal: Applied Economics","Lucas_2012","article"
"756","10.1257/app.4.1.212","https://doi.org/10.1257%2Fapp.4.1.212","2012","jan","American Economic Association","4","1","212--244","Irma Clots-Figueras","Are Female Leaders Good for Education? Evidence from India","American Economic Journal: Applied Economics","Clots_Figueras_2012","article"
"757","10.1257/app.4.1.109","https://doi.org/10.1257%2Fapp.4.1.109","2012","jan","American Economic Association","4","1","109--135","Bruce Sacerdote","When the Saints Go Marching Out: Long-Term Outcomes for Student Evacuees from Hurricanes Katrina and Rita","American Economic Journal: Applied Economics","Sacerdote_2012","article"
"758","10.1257/app.4.4.32","https://doi.org/10.1257%2Fapp.4.4.32","2012","oct","American Economic Association","4","4","32--56","David S Abrams","Estimating the Deterrent Effect of Incarceration Using Sentencing Enhancements","American Economic Journal: Applied Economics","Abrams_2012","article"
"759","10.1257/app.4.3.1","https://doi.org/10.1257%2Fapp.4.3.1","2012","jul","American Economic Association","4","3","1--27","Emek Basker","Raising the Barcode Scanner: Technology and Productivity in the Retail Sector","American Economic Journal: Applied Economics","Basker_2012","article"
"760","10.1257/app.4.2.199","https://doi.org/10.1257%2Fapp.4.2.199","2012","apr","American Economic Association","4","2","199--218","Francesco Drago and Roberto Galbiati","Indirect Effects of a Policy Altering Criminal Behavior: Evidence from the Italian Prison Experiment","American Economic Journal: Applied Economics","Drago_2012","article"
